index,SEP_onset_time,ln_peak_intensity,peak_intensity,target,CME_DONKI_time,CME_DONKI_latitude,CME_DONKI_longitude,CME_DONKI_speed,CME_CDAW_time,CME_CDAW_MPA,CME_CDAW_LinearSpeed,VlogV,DONKI_half_width,Accelaration,2nd_order_speed_final,2nd_order_speed_20R,CPA,Halo,daily_sunspots,Type2_Viz_Area,solar_wind_speed,CMEs_in_past_month,CMEs_in_past_9hours,CMEs_with_speed_over_1000_in_past_9hours,max_CME_speed_in_past_day,diffusive_shock,connection_angle_degrees,half_richardson_value
978,,-1.609437912,0.2,0,3/4/2014 18:48,45,170,900,3/4/2014 18:48,356,794,5301.604268,60,-30.3,519,692,360,1,141,1484000,404.3,59,1,0,900,5.24E-12,106.2499941,-3.052747767
979,,-1.609437912,0.2,0,3/4/2014 21:38,-60,-140,651,3/4/2014 20:57,159,643,4157.731058,26,-14.5,782,833,66,0,141,0,415.5,60,2,0,900,8.45E-30,118.8553351,-3.820062381
980,,-1.609437912,0.2,0,3/4/2014 21:49,19,36,510,3/4/2014 21:38,70,911,6208.048579,29,-14.5,782,833,66,0,141,0,415.5,61,3,0,900,1.00E-31,-26.72916652,-0.193198578
981,,-1.609437912,0.2,0,3/5/2014 4:48,26,66,540,3/5/2014 4:48,291,428,2593.304728,23,-8.1,316,318,312,0,154,0,422.8,62,3,0,900,2.83E-31,28.37880679,-0.217781686
982,,-1.609437912,0.2,0,3/5/2014 9:24,-48,176,1070,3/5/2014 9:24,174,864,5841.998872,44,-13.4,723,823,360,1,154,0,427.7,62,2,1,1070,1.44E-10,111.0185955,-3.332917401
983,,-1.609437912,0.2,0,3/5/2014 13:54,59,-173,650,3/5/2014 13:48,358,828,5563.342892,29,-21.8,624,716,360,1,154,3363500,432,62,2,1,1070,8.22E-30,110.942552,-3.328353125
984,,-1.609437912,0.2,0,3/6/2014 6:12,39,107,288,3/6/2014 6:12,295,474,2920.41227,27,-3.1,452,417,301,0,127,0,481,62,1,0,1070,2.81E-36,66.6612669,-1.201656167
985,,-1.609437912,0.2,0,3/7/2014 12:24,25,150,800,3/7/2014 12:12,303,436,2649.852018,25,-5,370,362,307,0,134,0,415,58,1,0,800,3.85E-14,94.32544932,-2.405973605
986,,-1.609437912,0.2,0,3/8/2014 18:36,-25,-96,557,3/8/2014 18:12,115,363,2139.668229,21,-4.6,295,258,96,0,116,0,371.2,55,1,0,557,4.97E-31,-147.011718,-5.844360527
987,,-1.609437912,0.2,0,3/9/2014 3:12,37,154,580,3/9/2014 3:12,347,713,4684.040253,42,-18.1,573,545,278,0,111,0,360.5,56,2,0,580,1.04E-30,90.33904,-2.206907017
988,,-1.609437912,0.2,0,3/9/2014 10:24,-59,-157,363,3/9/2014 9:36,184,414,2494.708513,35,-3.9,352,350,187,0,111,0,344.5,57,2,0,580,2.00E-34,111.9267543,-3.387668557
989,,-1.609437912,0.2,0,3/10/2014 18:36,-20,-60,645,3/10/2014 17:48,99,548,3455.838857,35,8.9,683,630,88,0,113,0,315.2,55,1,0,645,7.14E-30,-129.5990688,-4.541892546
990,,-1.609437912,0.2,0,3/11/2014 5:10,-5,90,372,3/11/2014 6:48,327,208,1110.207921,8,-1.3,201,122,327,0,111,0,310.2,56,1,0,645,3.14E-34,16.85371243,-0.076811147
991,,-1.609437912,0.2,0,3/11/2014 13:48,-8,-65,416,3/11/2014 13:48,102,302,1724.548959,10,-2.2,288,216,101,0,111,0,304.8,56,2,0,645,2.43E-33,-139.5289476,-5.264555767
992,,-1.609437912,0.2,0,3/12/2014 14:39,30,-154,1150,3/12/2014 14:48,9,972,6686.733842,60,-26.3,779,862,360,1,132,0,283,55,1,1,1150,3.13E-10,119.7956822,-3.880747832
993,,-1.609437912,0.2,0,3/12/2014 19:24,-17,109,584,3/12/2014 19:12,248,324,1872.960899,19,5.5,389,448,255,0,132,0,306.8,55,2,1,1150,1.18E-30,37.8114662,-0.386616273
994,,-1.609437912,0.2,0,3/13/2014 1:25,-10,78,365,3/13/2014 1:25,277,564,3572.970598,32,8.4,573,702,264,0,112,0,325.2,54,2,0,1150,2.21E-34,12.49105465,-0.042192116
995,,-1.609437912,0.2,0,3/13/2014 12:39,-12,-129,255,3/13/2014 14:05,106,371,2194.910965,13,43.4,446,998,106,0,112,0,368.7,53,1,0,1150,2.92E-37,163.6675659,-7.243664719
996,,-1.609437912,0.2,0,3/13/2014 22:54,31,139,383,3/13/2014 22:12,332,331,1920.501182,35,-7.2,265,0,312,0,112,0,484,52,1,0,383,5.35E-34,91.41151426,-2.259617344
997,,-1.609437912,0.2,0,3/14/2014 2:00,-48,-56,270,3/14/2014 1:36,144,110,517.0528402,28,3.4,148,294,133,0,109,0,490.3,53,2,0,383,8.47E-37,-98.48878298,-2.623050399
998,,-1.609437912,0.2,0,3/14/2014 4:17,34,-109,460,3/14/2014 3:24,50,314,1805.309398,29,9.8,436,520,58,0,109,0,481.3,54,3,0,460,1.53E-32,-139.549028,-5.266071178
999,,-1.609437912,0.2,0,3/14/2014 10:00,-1,-99,545,3/14/2014 10:00,88,469,2884.632698,48,1,481,482,85,0,109,0,446.5,54,3,0,545,3.35E-31,-150.3149401,-6.109946245
1000,,-1.609437912,0.2,0,3/15/2014 5:00,-9,-75,464,3/15/2014 4:48,102,381,2264.206562,22,10.3,485,565,99,0,111,0,397,51,1,0,545,1.79E-32,-132.0821252,-4.717600807
1001,,-1.609437912,0.2,0,3/15/2014 10:48,27,87,500,3/15/2014 9:48,289,349,2043.420101,24,47,609,1065,283,0,111,0,396.2,52,2,0,500,6.97E-32,38.90985348,-0.409404191
1002,,-1.609437912,0.2,0,3/16/2014 3:48,-53,-34,767,3/16/2014 3:36,145,596,3808.583438,35,0.4,601,600,152,0,122,0,379.7,52,1,0,767,1.94E-15,-92.62271897,-2.319894016
1003,,-1.609437912,0.2,0,3/16/2014 17:36,-84,-38,306,3/16/2014 17:12,180,272,1524.778162,18,19.4,435,695,175,0,122,0,328,51,1,0,767,8.62E-36,-91.83858708,-2.280780442
1004,,-1.609437912,0.2,0,3/17/2014 4:24,-80,-81,279,3/17/2014 3:48,175,324,1872.960899,9,19.4,376,740,177,0,126,0,316.3,52,1,0,306,1.56E-36,-98.93703731,-2.646981436
1005,,-1.609437912,0.2,0,3/17/2014 12:48,-41,-39,310,3/17/2014 12:48,140,402,2410.57374,22,-15,316,0,128,0,126,0,304.7,52,2,0,310,1.10E-35,-108.0345495,-3.156155728
1006,,-1.609437912,0.2,0,3/17/2014 17:54,44,-149,211,3/17/2014 16:36,179,314,1805.309398,19,2.2,334,372,186,0,126,0,297.7,53,2,0,310,8.37E-39,119.9877593,-3.893202372
1007,,-1.609437912,0.2,0,3/18/2014 20:09,-21,-171,350,3/18/2014 17:36,164,221,1192.993957,40,-7.3,146,0,192,0,136,0,319.3,51,1,0,350,1.02E-34,115.280202,-3.593706047
1008,,-1.609437912,0.2,0,3/19/2014 6:36,-4,-68,150,3/19/2014 6:24,98,286,1617.613658,12,20.2,399,724,96,0,141,0,305.8,51,1,0,350,1.21E-41,-142.7630729,-5.511437263
1009,,-1.609437912,0.2,0,3/19/2014 13:39,18,-161,185,3/19/2014 11:36,101,214,1148.318867,40,14.4,348,594,98,0,141,0,308.8,51,2,0,350,6.90E-40,122.8550822,-4.081495735
1010,,-1.609437912,0.2,0,3/20/2014 6:39,2,-70,393,3/20/2014 4:36,140,740,4888.921138,47,-2,725,721,360,1,139,0,336.5,50,1,0,393,8.58E-34,-138.0709335,-5.155106186
1011,,-1.609437912,0.2,0,3/20/2014 19:12,-1,-78,534,3/20/2014 18:24,91,557,3521.668839,24,9.6,696,639,78,0,139,0,318,51,1,0,534,2.31E-31,-150.0570415,-6.0889983
1012,,-1.609437912,0.2,0,3/21/2014 8:24,-44,2,400,3/21/2014 8:00,188,368,2174.174521,20,7.1,465,496,186,0,126,0,339.8,50,1,0,534,1.19E-33,-72.60875398,-1.425643903
1013,,-1.609437912,0.2,0,3/21/2014 11:24,45,-65,470,3/21/2014 11:00,43,423,2558.038432,41,-3.7,371,373,45,0,126,0,346.2,51,2,0,534,2.26E-32,-117.7605646,-3.750013676
1014,,-1.609437912,0.2,0,3/22/2014 7:09,-1,81,247,3/22/2014 6:48,279,340,1981.84151,30,10.6,513,535,257,0,146,0,416.8,50,1,0,470,1.61E-37,26.0299721,-0.183223215
1015,,-1.609437912,0.2,0,3/22/2014 10:09,50,47,824,3/22/2014 10:00,337,756,5010.79928,24,-1.4,742,747,323,0,146,0,428.8,50,2,0,824,1.91E-13,-50.30355225,-0.684274572
1016,,-1.609437912,0.2,0,3/22/2014 10:42,2,-120,500,3/22/2014 9:24,92,317,1825.571862,24,6.7,393,472,87,0,146,0,434.2,51,3,0,824,6.97E-32,-172.5137032,-8.047857702
1017,,-1.609437912,0.2,0,3/23/2014 4:09,4,-35,700,3/23/2014 3:36,97,820,5501.629559,52,2.3,841,834,360,1,151,0,478,51,1,0,824,8.98E-21,-82.96487828,-1.861322615
1018,,-1.609437912,0.2,0,3/23/2014 6:54,36,-44,568,3/23/2014 6:12,41,488,3020.873918,40,3.7,523,536,42,0,151,0,469,52,2,0,824,7.10E-31,-92.3196957,-2.304739376
1019,,-1.609437912,0.2,0,3/23/2014 22:12,-88,160,495,3/23/2014 21:48,194,417,2515.796954,19,-0.5,412,406,185,0,151,0,483.5,51,1,0,700,5.81E-32,90.76838706,-2.227934043
1020,,-1.609437912,0.2,0,3/24/2014 6:24,38,-37,527,3/24/2014 3:48,37,369,2181.083962,25,11.6,565,562,35,0,137,0,445.5,52,2,0,568,1.82E-31,-88.77507359,-2.131155676
1021,,-1.609437912,0.2,0,3/24/2014 7:36,-28,76,707,3/24/2014 7:12,237,809,5416.901324,22,15.9,944,923,228,0,137,0,444.3,53,2,0,707,6.71E-20,36.48748728,-0.36001534
1022,,-1.609437912,0.2,0,3/24/2014 13:39,88,-128,552,3/24/2014 12:48,7,301,1717.84019,23,4.3,419,371,0,0,137,0,420.3,53,3,0,707,4.22E-31,91.9980497,-2.28870772
1023,,-1.609437912,0.2,0,3/25/2014 5:36,-9,95,614,3/25/2014 5:36,269,651,4217.509777,38,3.4,688,680,261,0,136,283400,376.2,53,1,0,707,2.92E-30,35.10687457,-0.333286274
1024,,-1.609437912,0.2,0,3/26/2014 5:48,-41,-133,489,3/26/2014 5:36,145,588,3749.515445,34,-2.6,556,565,123,0,112,0,422.2,53,1,0,489,4.65E-32,138.4708049,-5.185009141
1025,,-1.609437912,0.2,0,3/28/2014 11:08,30,-96,358,3/28/2014 12:12,68,264,1472.050563,25,-1.6,248,205,65,0,122,0,424.8,50,1,0,358,1.55E-34,-138.5591713,-5.191628972
1026,,-1.609437912,0.2,0,3/28/2014 16:56,-4,155,776,3/28/2014 17:24,249,762,5056.591275,56,-34.3,581,537,360,1,122,0,425.5,51,2,0,776,4.92E-15,101.1089343,-2.764471768
1027,,-1.609437912,0.2,0,3/28/2014 20:24,49,32,477,3/28/2014 20:00,345,420,2536.906979,32,2.4,440,464,341,0,122,0,427.7,52,2,0,776,2.96E-32,-52.4072415,-0.742703884
1028,,-1.609437912,0.2,0,3/28/2014 23:48,25,36,820,3/28/2014 23:48,327,514,3208.502758,32,-4,459,476,325,0,122,424800,419.7,53,3,0,820,1.50E-13,-30.80337335,-0.256584048
1029,,-1.609437912,0.2,0,3/29/2014 3:12,46,-38,654,3/29/2014 2:48,15,414,2494.708513,30,17.7,511,718,32,0,118,0,403.5,54,3,0,820,9.19E-30,-93.33261208,-2.35559126
1030,,-1.609437912,0.2,0,3/29/2014 7:24,8,65,533,3/29/2014 7:12,266,544,3426.62839,40,9,644,645,265,0,118,0,391,55,3,0,820,2.23E-31,10.22187437,-0.028254926
1031,3/29/2014 18:54,1.079837133,2.9442,0,3/29/2014 18:39,34,36,707,3/29/2014 18:12,325,528,3310.082838,46,-4.1,461,505,360,1,118,13234200,432.5,56,1,0,820,6.71E-20,-37.54761092,-0.381239342
1032,,-1.609437912,0.2,0,3/30/2014 12:24,44,38,437,3/30/2014 12:24,321,487,3013.684628,31,-3,449,451,291,0,101,0,421,57,1,0,707,5.98E-33,-46.37518346,-0.581573186
1033,,-1.609437912,0.2,0,3/30/2014 13:48,35,-69,453,3/30/2014 13:25,56,395,2361.659877,22,1.2,415,415,56,0,101,0,416.3,58,2,0,707,1.15E-32,-117.3034612,-3.720957819
1034,,-1.609437912,0.2,0,3/31/2014 5:48,38,-88,178,3/31/2014 5:36,54,126,609.3715203,9,5.3,215,360,52,0,118,0,386.3,59,1,0,453,3.30E-40,-131.5549566,-4.680018012
1035,,-1.609437912,0.2,0,3/31/2014 8:54,-3,80,215,3/31/2014 8:36,271,234,1276.545141,22,-7.8,108,0,276,0,118,0,398.5,60,2,0,453,1.19E-38,22.67586831,-0.139046783
1036,,-1.609437912,0.2,0,4/1/2014 14:24,-29,90,375,4/1/2014 14:00,237,409,2459.609499,8,-8.3,352,125,242,0,96,0,429.7,61,1,0,375,3.64E-34,45.44551336,-0.558489639
1037,,-1.609437912,0.2,0,4/1/2014 17:00,-9,-15,450,4/1/2014 16:48,219,247,1360.818919,50,15.4,329,623,360,1,96,0,429.3,62,2,0,450,1.02E-32,-68.66602184,-1.27501962
1038,,-1.609437912,0.2,0,4/1/2014 19:24,-6,94,577,4/1/2014 19:00,264,551,3477.76588,35,-27.6,325,0,256,0,96,0,432.5,63,3,0,577,9.45E-31,41.36785694,-0.462763545
1039,,-1.609437912,0.2,0,4/2/2014 13:55,19,-50,1604,4/2/2014 13:36,60,1471,10729.02935,68,-1.2,1464,1468,360,1,114,15445520,403.3,63,1,1,1604,1.71E-09,-105.8867084,-3.031907792
1040,,-1.609437912,0.2,0,4/3/2014 23:09,-42,98,372,4/4/2014 0:12,29,434,2635.701328,29,2.7,451,490,34,0,133,0,403,60,1,0,372,3.14E-34,55.96091945,-0.846842754
1041,,-1.609437912,0.2,0,4/4/2014 14:25,34,-32,445,4/4/2014 14:12,43,467,2870.335763,22,1.3,486,482,54,0,158,15000,433.5,58,1,0,445,8.33E-33,-85.74846171,-1.988317654
1042,,-1.609437912,0.2,0,4/4/2014 18:12,53,103,220,4/4/2014 18:12,316,202,1072.270075,33,1.9,251,264,307,0,158,0,423.3,59,2,0,445,1.84E-38,66.67396659,-1.202114067
1043,,-1.609437912,0.2,0,4/4/2014 21:48,53,-73,468,4/4/2014 21:12,50,359,2112.112737,25,7.6,509,471,58,0,158,0,411,60,3,0,468,2.09E-32,-112.1358498,-3.400337697
1044,,-1.609437912,0.2,0,4/5/2014 0:12,-44,-84,498,4/5/2014 0:12,106,585,3727.392931,39,-13.1,443,475,155,0,135,0,414.7,61,3,0,498,6.48E-32,-123.0301771,-4.093138044
1045,,-1.609437912,0.2,0,4/6/2014 2:00,-43,-124,364,4/6/2014 1:48,121,526,3295.548438,20,13.2,659,694,118,0,121,0,406.8,61,1,0,364,2.11E-34,136.9989206,-5.075366211
1046,,-1.609437912,0.2,0,4/6/2014 9:48,26,145,654,4/6/2014 9:36,309,464,2848.906432,40,-5.3,396,393,302,0,121,0,370.5,62,2,0,654,9.19E-30,83.8375318,-1.900684624
1047,,-1.609437912,0.2,0,4/7/2014 6:48,68,-80,436,4/7/2014 6:36,24,623,4008.722481,24,3.2,662,651,22,0,114,0,356.2,62,1,0,654,5.73E-33,-107.7206037,-3.137838958
1048,,-1.609437912,0.2,0,4/7/2014 20:24,66,28,300,4/7/2014 18:12,348,224,1212.208716,24,5.4,405,353,345,0,114,0,427.8,62,1,0,436,5.98E-36,-68.47617797,-1.267979164
1049,,-1.609437912,0.2,0,4/7/2014 21:28,-32,124,510,4/7/2014 21:28,231,490,3035.258642,37,-1.4,470,475,228,0,114,0,433.5,63,2,0,510,1.00E-31,74.08140141,-1.484060042
1050,,-1.609437912,0.2,0,4/8/2014 11:12,40,156,525,4/8/2014 11:00,306,347,2029.715699,40,-5.5,233,257,351,0,117,0,421.8,62,1,0,525,1.70E-31,98.90935434,-2.645500372
1051,,-1.609437912,0.2,0,4/9/2014 0:00,0,-158,690,4/8/2014 23:12,115,514,3208.502758,56,-13.5,365,339,360,1,94,0,449,63,1,0,690,2.94E-22,150.9555489,-6.162135676
1052,,-1.609437912,0.2,0,4/9/2014 6:12,-42,130,375,4/9/2014 6:00,218,302,1724.548959,19,2.5,330,371,214,0,94,0,459.7,64,2,0,690,3.64E-34,82.69158385,-1.849080054
1053,,-1.609437912,0.2,0,4/10/2014 0:48,12,41,440,4/10/2014 0:48,300,219,1180.206709,28,-40.4,0,0,292,0,65,0,400.3,64,1,0,440,6.78E-33,-20.10751424,-0.109332647
1054,,-1.609437912,0.2,0,4/10/2014 4:24,12,-42,212,4/10/2014 4:00,273,399,2389.595605,12,20.3,439,790,270,0,65,0,393.8,65,2,0,440,9.16E-39,-99.97429966,-2.702774633
1055,,-1.609437912,0.2,0,4/10/2014 16:36,-15,-88,300,4/10/2014 14:36,110,181,940.9279627,30,8.7,376,452,106,0,65,0,379.8,64,1,0,440,5.98E-36,-145.3073563,-5.70963434
1056,,-1.609437912,0.2,0,4/11/2014 4:17,-71,-173,330,4/11/2014 3:47,184,738,4873.710543,12,-42,482,60,180,0,61,0,377,65,1,0,330,3.47E-35,101.087888,-2.763321012
1057,,-1.609437912,0.2,0,4/11/2014 6:36,-23,82,353,4/11/2014 5:24,252,135,662.2120951,16,8.5,244,451,251,0,61,0,380,66,2,0,353,1.20E-34,31.2017394,-0.263263532
1058,,-1.609437912,0.2,0,4/11/2014 15:12,-22,-86,610,4/11/2014 14:48,137,742,4904.137138,42,2.9,764,764,119,0,61,0,355.7,66,2,0,610,2.59E-30,-143.7503731,-5.587931248
1059,,-1.609437912,0.2,0,4/13/2014 7:25,14,164,581,4/13/2014 6:12,276,354,2077.731107,25,-0.3,353,347,286,0,80,0,338.5,61,1,0,581,1.07E-30,96.10495077,-2.497609941
1060,,-1.609437912,0.2,0,4/14/2014 9:09,24,-98,495,4/14/2014 8:24,74,531,3331.898633,12,-8.8,454,392,58,0,105,0,374,60,1,0,495,5.81E-32,-148.7002914,-5.97938796
1061,,-1.609437912,0.2,0,4/14/2014 13:24,-29,-4,396,4/14/2014 13:25,203,227,1231.463654,29,-1.3,221,148,190,0,105,0,368.2,60,2,0,495,9.87E-34,-69.37152641,-1.301354428
1062,,-1.609437912,0.2,0,4/14/2014 15:48,-40,-70,730,4/14/2014 15:12,146,654,4239.952208,15,-0.9,645,648,147,0,105,0,365.8,61,3,0,730,1.07E-17,-121.2686603,-3.976767977
1063,,-1.609437912,0.2,0,4/16/2014 18:36,51,-110,497,4/16/2014 18:00,37,568,3602.324966,16,26.2,815,863,43,0,187,0,313.2,57,1,0,497,6.25E-32,128.9287388,-4.49502966
1064,,-1.609437912,0.2,0,4/17/2014 1:25,-34,26,202,4/17/2014 1:25,210,307,1758.142259,45,-12,159,0,205,0,199,0,346.2,58,2,0,497,3.67E-39,-50.71327105,-0.695466701
1065,,-1.609437912,0.2,0,4/17/2014 10:24,62,125,416,4/17/2014 10:00,328,197,1040.791135,10,5.3,263,375,331,0,199,0,380.3,59,2,0,497,2.43E-33,78.44102112,-1.663870685
1066,,-1.609437912,0.2,0,4/18/2014 0:12,-46,51,744,4/17/2014 22:24,222,824,5532.476517,34,-35.3,573,542,212,0,178,0,396.3,59,1,0,744,1.06E-16,-46.39163537,-0.581985893
1067,,-1.609437912,0.2,0,4/18/2014 7:39,-42,24,379,4/18/2014 7:24,211,387,2305.910356,24,8.3,422,568,209,0,178,0,423.5,59,2,0,744,4.42E-34,-49.99788357,-0.675983873
1068,4/18/2014 13:34,4.07806273,59.031,1,4/18/2014 13:09,-34,10,1400,4/18/2014 13:25,238,1203,8532.36618,45,13.5,1279,1245,360,1,178,8102250,474.2,60,2,1,1400,1.10E-09,-49.43400621,-0.660822328
1069,,-1.609437912,0.2,0,4/20/2014 14:12,26,126,400,4/20/2014 14:00,307,329,1906.903,23,-4.9,275,168,287,0,173,0,659.2,56,1,0,400,1.19E-33,91.1074438,-2.244609604
1070,,-1.609437912,0.2,0,4/20/2014 21:12,28,127,592,4/20/2014 20:48,300,266,1485.210018,22,-3.4,234,79,289,0,173,0,630.3,57,2,0,592,1.51E-30,90.56333206,-2.217879155
1071,,-1.609437912,0.2,0,4/21/2014 4:00,29,119,236,4/21/2014 3:48,307,358,2105.230809,20,-36.1,207,0,299,0,150,0,609.7,58,2,0,592,6.88E-38,82.49319587,-1.840218325
1072,,-1.609437912,0.2,0,4/21/2014 12:24,44,136,409,4/21/2014 11:36,319,225,1218.62259,17,0.7,234,251,313,0,150,0,563.5,56,2,0,592,1.78E-33,93.82960773,-2.380745075
1073,,-1.609437912,0.2,0,4/21/2014 19:24,41,-8,400,4/21/2014 19:00,14,293,1664.290574,19,5,395,401,9,0,150,0,534.3,57,2,0,592,1.19E-33,-61.57388344,-1.025241515
1074,,-1.609437912,0.2,0,4/21/2014 21:28,63,10,240,4/21/2014 19:00,217,143,709.6867821,21,5,395,401,9,0,150,0,535.3,58,2,0,409,9.42E-38,-67.57063688,-1.234664946
1075,,-1.609437912,0.2,0,4/22/2014 1:39,56,154,524,4/22/2014 0:36,338,521,3259.245772,20,14.6,661,706,343,0,123,0,519,59,3,0,524,1.64E-31,100.9404443,-2.755265897
1076,,-1.609437912,0.2,0,4/22/2014 15:48,62,-50,200,4/22/2014 14:00,40,565,3580.306538,26,83.2,816,1454,23,0,123,0,459.5,58,1,0,524,3.04E-39,-94.61952204,-2.420998905
1077,,-1.609437912,0.2,0,4/22/2014 16:48,13,-112,660,4/22/2014 16:48,85,618,3971.569867,50,-16.7,426,507,94,0,123,0,460.3,59,2,0,660,1.08E-29,-157.7557313,-6.729819027
1078,,-1.609437912,0.2,0,4/22/2014 23:36,29,24,375,4/22/2014 23:24,332,297,1691.038445,25,-5.4,220,55,323,0,123,0,436,59,3,0,660,3.64E-34,-39.81226627,-0.428614534
1079,,-1.609437912,0.2,0,4/23/2014 3:24,-45,-48,319,4/23/2014 3:24,138,273,1531.3858,15,8.2,439,459,141,0,85,0,421.7,60,2,0,660,1.86E-35,-98.69795848,-2.634204167
1080,,-1.609437912,0.2,0,4/23/2014 13:25,-42,69,365,4/23/2014 13:25,233,686,4480.182053,12,-18.9,511,532,240,0,85,0,413.5,59,1,0,660,2.21E-34,43.74790268,-0.517544345
1081,,-1.609437912,0.2,0,4/24/2014 2:06,-45,-40,290,4/24/2014 1:25,224,601,3845.555556,20,-19,387,449,250,0,72,0,410.5,59,1,0,365,3.19E-36,-94.12014674,-2.395511634
1082,,-1.609437912,0.2,0,4/25/2014 0:48,-14,113,521,4/25/2014 0:48,269,456,2791.856721,50,-9.1,345,318,294,0,57,0,451.7,59,1,0,521,1.48E-31,63.15207632,-1.078470726
1083,,-1.609437912,0.2,0,4/25/2014 9:24,-33,-83,474,4/25/2014 9:36,302,283,1597.661472,23,33.6,401,920,301,0,57,0,420.3,59,2,0,521,2.64E-32,-128.2161133,-4.445476395
1084,,-1.609437912,0.2,0,4/28/2014 5:00,79,-11,270,4/28/2014 5:00,10,280,1577.741089,30,4.5,412,364,5,0,80,0,318,55,1,0,270,8.47E-37,-88.68121501,-2.126651675
1085,,-1.609437912,0.2,0,4/29/2014 5:24,-52,160,530,4/29/2014 7:04,22,323,1866.1817,19,1.3,339,354,25,0,77,0,272.2,54,1,0,530,2.01E-31,81.31421704,-1.787994022
1086,,-1.609437912,0.2,0,4/29/2014 5:46,88,-6,310,4/29/2014 7:52,175,326,1886.528546,27,23.8,386,796,189,0,77,0,273.3,55,2,0,530,1.10E-35,-89.9951167,-2.190135487
1087,,-1.609437912,0.2,0,4/29/2014 20:48,55,-60,289,4/29/2014 18:48,27,204,1084.896479,14,-21.1,112,0,26,0,77,0,297.8,54,1,0,530,2.99E-36,-114.7853691,-3.562920758
1088,,-1.609437912,0.2,0,4/29/2014 21:28,-39,76,298,4/29/2014 20:57,227,232,1263.64307,16,3.3,249,356,229,0,77,0,297.8,55,2,0,530,5.28E-36,-39.00994914,-0.411513286
1089,,-1.609437912,0.2,0,4/30/2014 14:36,-39,85,375,4/30/2014 15:12,231,141,697.7751445,16,1,157,197,230,0,82,0,303.2,54,1,0,375,3.64E-34,39.94251906,-0.431423696
1090,,-1.609437912,0.2,0,5/1/2014 8:24,40,-70,258,5/1/2014 8:12,46,311,1785.075596,12,-14,247,0,53,0,88,0,339.2,55,1,0,375,3.64E-37,-124.4299463,-4.1868068
1091,,-1.609437912,0.2,0,5/1/2014 10:24,28,-93,332,5/1/2014 10:12,64,303,1731.26104,11,-6.5,200,0,51,0,88,0,337.3,56,2,0,375,3.88E-35,-146.5725026,-5.809491217
1092,,-1.609437912,0.2,0,5/2/2014 5:36,1,-99,894,5/2/2014 5:36,94,767,5094.787377,25,-16.4,604,713,94,0,115,0,351.5,54,1,0,894,4.31E-12,-164.17248,-7.288427042
1093,,-1.609437912,0.2,0,5/2/2014 10:12,55,-106,270,5/2/2014 10:00,56,418,2522.831239,27,-38.1,233,0,45,0,115,0,343.3,55,2,0,894,8.47E-37,-124.6808154,-4.203706255
1094,,-1.609437912,0.2,0,5/3/2014 6:24,11,51,576,5/3/2014 6:12,288,582,3705.285801,25,0.1,583,584,308,0,123,0,313.7,55,1,0,576,9.15E-31,-24.52744211,-0.162681292
1095,,-1.609437912,0.2,0,5/3/2014 17:12,14,84,303,5/3/2014 17:12,277,486,3006.497391,11,-16.3,358,0,257,0,123,0,344.2,56,1,0,576,7.18E-36,22.2068765,-0.133354614
1096,,-1.609437912,0.2,0,5/3/2014 20:48,12,65,630,5/3/2014 20:48,308,494,3064.052545,36,-23.1,248,0,297,0,123,0,347,57,2,0,630,4.66E-30,-12.04508194,-0.039233099
1097,,-1.609437912,0.2,0,5/4/2014 0:24,41,151,431,5/4/2014 0:12,353,458,2806.106086,35,1.6,471,487,328,0,127,0,346,57,3,0,630,4.64E-33,86.04787602,-2.002227412
1098,,-1.609437912,0.2,0,5/4/2014 8:48,-23,84,309,5/4/2014 10:12,82,274,1537.997101,27,16.3,306,673,80,0,127,0,338,58,2,0,630,1.03E-35,27.8726469,-0.210082327
1099,,-1.609437912,0.2,0,5/4/2014 21:24,18,105,400,5/4/2014 20:24,299,329,1906.903,18,0.8,342,346,280,0,127,0,346.5,57,1,0,431,1.19E-33,42.21629585,-0.48194041
1100,,-1.609437912,0.2,0,5/5/2014 0:12,-4,-121,422,5/4/2014 23:12,82,239,1308.874789,49,5,255,410,81,0,142,0,353.2,57,2,0,431,3.16E-33,172.884568,-8.082496985
1101,,-1.609437912,0.2,0,5/5/2014 15:36,19,-84,916,5/5/2014 15:24,73,1069,7455.717956,9,-8.3,1015,1030,92,0,142,0,348.7,57,1,0,916,8.49E-12,-144.743903,-5.665440091
1102,,-1.609437912,0.2,0,5/6/2014 9:12,-24,88,300,5/6/2014 8:48,71,678,4419.981861,8,-35.2,625,0,76,0,148,0,368,57,1,0,916,5.98E-36,34.61023187,-0.323923242
1103,,-1.609437912,0.2,0,5/6/2014 18:09,5,108,460,5/6/2014 17:36,278,815,5463.098312,47,5.4,859,852,287,0,148,0,365.8,57,2,0,460,1.53E-32,45.56067201,-0.561323644
1104,,-1.609437912,0.2,0,5/6/2014 22:17,-3,103,570,5/6/2014 22:17,265,831,5586.50536,32,-6.1,783,793,270,0,148,0,349.3,58,2,0,570,7.57E-31,37.48866733,-0.380043315
1105,,-1.609437912,0.2,0,5/7/2014 9:36,-15,98,320,5/7/2014 9:36,257,378,2243.390006,21,1.2,400,396,253,0,120,0,334.3,58,1,0,570,1.97E-35,32.73500331,-0.28977297
