index,SEP_onset_time,ln_peak_intensity,peak_intensity,target,CME_DONKI_time,CME_DONKI_latitude,CME_DONKI_longitude,CME_DONKI_speed,CME_CDAW_time,CME_CDAW_MPA,CME_CDAW_LinearSpeed,VlogV,DONKI_half_width,Accelaration,2nd_order_speed_final,2nd_order_speed_20R,CPA,Halo,daily_sunspots,Type2_Viz_Area,solar_wind_speed,CMEs_in_past_month,CMEs_in_past_9hours,CMEs_with_speed_over_1000_in_past_9hours,max_CME_speed_in_past_day,diffusive_shock,connection_angle_degrees,half_richardson_value
387,,-1.609437912,0.2,0,6/26/2012 2:24,-19,-144,670,6/26/2012 4:36,131,284,1604.308684,25,-24.5,598,531,66,0,36,0,442.5,25,4,0,670,1.66E-26,155.4805976,-6.537105523
388,,-1.609437912,0.2,0,6/26/2012 13:25,45,-92,800,6/26/2012 13:25,48,920,6278.423776,12,-0.6,915,917,45,0,36,0,435.8,25,1,0,800,3.85E-14,-125.1917587,-4.238230515
389,,-1.609437912,0.2,0,6/26/2012 19:45,-27,-105,380,6/26/2012 21:12,64,315,1812.060381,55,-16.7,256,0,66,0,36,0,380.5,26,2,0,800,4.63E-34,-149.4944554,-6.043426769
390,,-1.609437912,0.2,0,6/27/2012 9:06,24,-89,552,6/27/2012 8:48,118,223,1205.799305,16,9.3,255,512,120,0,70,0,391.2,27,1,0,800,4.22E-31,-140.4631053,-5.335285002
391,,-1.609437912,0.2,0,6/27/2012 12:54,46,88,485,6/27/2012 10:48,323,511,3186.784861,32,8.9,655,597,322,0,70,0,427,28,2,0,800,4.00E-32,54.99268813,-0.817792252
392,,-1.609437912,0.2,0,6/28/2012 6:48,-26,-179,876,6/28/2012 6:24,258,728,4797.739163,62,-10.4,659,622,360,1,87,0,442.3,29,1,0,876,2.27E-12,124.6003836,-4.19828437
393,,-1.609437912,0.2,0,6/28/2012 20:55,16,-55,798,6/28/2012 20:00,47,1313,9427.431745,20,-24.3,1147,1261,42,0,87,0,417.3,30,1,0,876,3.30E-14,-109.1196016,-3.219872217
394,,-1.609437912,0.2,0,6/29/2012 1:36,-10,-41,674,6/29/2012 1:25,29,673,4382.404607,31,17.2,759,848,49,0,103,0,412.2,31,2,0,876,1.80E-25,-96.50082081,-2.518228344
395,,-1.609437912,0.2,0,6/29/2012 3:24,-6,129,476,6/29/2012 4:00,272,509,3172.31604,22,-10.1,396,390,260,0,103,0,409.2,32,3,0,876,2.85E-32,73.08680571,-1.444478412
396,,-1.609437912,0.2,0,6/29/2012 9:39,28,-26,1344,6/29/2012 9:36,25,904,6153.373742,23,-1.5,890,899,32,0,103,0,378.8,33,3,1,1344,9.11E-10,-86.91373888,-2.042725258
397,,-1.609437912,0.2,0,7/2/2012 6:36,-4,65,820,7/2/2012 6:24,262,988,6812.934505,24,-2.7,965,977,267,0,128,0,642.8,31,1,0,820,1.50E-13,29.59242073,-0.236806751
398,,-1.609437912,0.2,0,7/2/2012 8:36,-10,-130,1100,7/2/2012 8:36,85,1074,7495.602025,35,-26.9,878,990,360,1,128,0,638,32,2,1,1100,2.00E-10,-162.7914579,-7.166321999
399,,-1.609437912,0.2,0,7/2/2012 11:36,-37,0,460,7/2/2012 11:24,183,313,1798.561599,21,-3.2,251,240,174,0,128,0,638.8,33,3,1,1100,1.53E-32,-49.67619409,-0.667313212
400,,-1.609437912,0.2,0,7/2/2012 19:48,-35,8,715,7/2/2012 20:24,189,527,3302.814689,29,-10.5,353,478,185,0,128,0,632.3,34,2,0,1100,4.95E-19,-43.81293455,-0.519084163
401,,-1.609437912,0.2,0,7/3/2012 1:24,-48,20,550,7/3/2012 0:48,194,400,2396.585819,28,19.3,693,674,195,0,125,0,589.3,35,2,0,1100,3.95E-31,-50.72186257,-0.695702364
402,,-1.609437912,0.2,0,7/3/2012 8:36,-45,24,520,7/3/2012 8:48,200,532,3339.174336,19,-4.6,473,487,199,0,125,0,549.7,36,2,0,1100,1.42E-31,-47.65001648,-0.613987039
403,,-1.609437912,0.2,0,7/3/2012 22:24,-14,10,605,7/3/2012 21:25,202,294,1670.972452,27,-4.2,243,129,204,0,125,0,554,36,1,0,605,2.23E-30,-34.05896853,-0.313686679
404,,-1.609437912,0.2,0,7/4/2012 6:24,-50,22,400,7/4/2012 5:12,201,381,2264.206562,27,2.6,437,410,209,0,131,0,542.8,37,2,0,605,1.19E-33,-52.90342595,-0.756834093
405,,-1.609437912,0.2,0,7/4/2012 9:24,-54,30,441,7/4/2012 8:36,214,453,2770.499133,23,-1.5,432,437,213,0,131,0,521.2,38,2,0,605,7.06E-33,-55.22247856,-0.824640924
406,,-1.609437912,0.2,0,7/4/2012 12:54,-53,30,316,7/4/2012 12:48,203,290,1644.265468,15,-9.2,199,0,203,0,131,0,504.3,39,3,0,605,1.56E-35,-54.54413967,-0.804505996
407,,-1.609437912,0.2,0,7/4/2012 17:24,-7,25,535,7/4/2012 17:24,124,662,4299.865798,31,-37.6,553,0,360,1,131,120000,519.8,40,3,0,605,2.39E-31,-20.28967617,-0.111322596
408,,-1.609437912,0.2,0,7/4/2012 20:39,-58,35,435,7/4/2012 20:12,220,546,3441.229961,30,-4.3,484,511,208,0,131,0,507.8,41,3,0,605,5.50E-33,-58.55685407,-0.927232331
409,,-1.609437912,0.2,0,7/5/2012 13:39,-56,42,640,7/5/2012 13:24,223,741,4896.528463,22,1.9,760,753,219,0,129,0,483.3,42,1,0,640,6.20E-30,-56.17272607,-0.85326532
410,,-1.609437912,0.2,0,7/5/2012 23:39,-42,55,1000,7/5/2012 22:00,235,980,6749.80152,28,-38.7,661,855,220,0,129,154000,438.7,43,1,0,1000,5.39E-11,42.07360762,-0.478688063
411,,-1.609437912,0.2,0,7/6/2012 7:12,-6,150,352,7/6/2012 7:12,236,705,4623.529451,30,-2.7,691,678,233,0,132,0,444.2,44,2,0,1000,1.14E-34,98.35759736,-2.616067322
412,7/7/2012 2:39,3.216392745,24.938,1,7/6/2012 23:12,-35,65,1200,7/6/2012 23:24,233,1828,13730.06733,40,-56.1,1612,1730,360,1,132,4239000,483,44,1,1,1200,4.49E-10,38.64507996,-0.403851326
413,,-1.609437912,0.2,0,7/8/2012 11:00,-45,85,850,7/8/2012 10:48,232,662,4299.865798,20,4.6,706,699,231,0,117,0,422.2,45,1,0,850,7.54E-13,52.56144128,-0.747080884
414,,-1.609437912,0.2,0,7/8/2012 15:24,20,-172,700,7/8/2012 14:36,138,796,5316.960952,40,-15.6,724,625,360,1,117,0,445.5,46,2,0,850,8.98E-21,133.0192634,-4.784782163
415,7/8/2012 20:05,2.911317522,18.381,1,7/8/2012 16:48,-50,90,1000,7/8/2012 16:36,234,1572,11570.08345,30,-117.2,907,1442,212,0,117,0,447.2,47,3,0,1000,5.39E-11,59.91399297,-0.970710263
416,,-1.609437912,0.2,0,7/8/2012 18:00,-13,60,685,7/8/2012 17:36,256,822,5517.050605,25,60.5,1441,1188,224,0,117,0,446.7,48,4,0,1000,3.93E-23,15.59680701,-0.065781609
417,,-1.609437912,0.2,0,7/8/2012 19:12,-13,80,595,7/8/2012 21:12,251,923,6301.901783,40,31.9,1167,1123,262,0,117,0,445.8,49,5,0,1000,1.65E-30,31.17738425,-0.262852701
418,,-1.609437912,0.2,0,7/11/2012 1:25,-12,-175,610,7/11/2012 1:25,182,379,2250.326222,45,-1.6,365,345,360,1,110,0,505.8,49,1,0,610,2.59E-30,138.2335723,-5.167258116
419,,-1.609437912,0.2,0,7/11/2012 11:25,42,-11,540,7/11/2012 10:36,24,748,4949.817428,20,31.3,1040,984,350,0,110,0,515,50,1,0,610,2.83E-31,-65.1091099,-1.146348348
420,,-1.609437912,0.2,0,7/11/2012 19:09,34,76,440,7/11/2012 18:36,222,463,2841.767626,45,-8.2,361,344,222,0,110,0,511.5,50,2,0,610,6.78E-33,44.83142313,-0.543498242
421,7/12/2012 16:30,4.591466721,98.639,1,7/12/2012 16:54,-13,6,1300,7/12/2012 15:36,80,744,4919.35853,65,28.3,815,1052,78,0,125,0,409,49,1,1,1300,7.64E-10,-51.256395,-0.71044295
422,7/17/2012 15:24,4.945278661,140.51,1,7/17/2012 14:24,-30,54,1100,7/17/2012 13:48,241,958,6576.524171,45,63.5,1511,1319,255,0,86,10191000,510.8,44,1,1,1100,2.00E-10,31.2346732,-0.263819581
423,7/19/2012 1:45,4.022400913,55.835,1,7/19/2012 5:36,-20,100,1200,7/19/2012 5:24,275,1631,12064.42317,50,-8,1586,1616,360,1,38,220000,402.8,45,1,1,1200,4.49E-10,46.67640117,-0.58915263
424,,-1.609437912,0.2,0,7/23/2012 2:36,5,130,2800,7/23/2012 2:36,286,2003,15227.60988,65,-24.6,1901,1972,360,1,63,18377000,445.5,43,1,1,2800,2.56E-09,78.59866501,-1.670565208
425,,-1.609437912,0.2,0,7/27/2012 4:13,18,145,323,7/27/2012 3:44,299,182,947.129217,32,1.6,228,241,290,0,110,0,347,36,1,0,323,2.34E-35,79.4982011,-1.709022168
426,,-1.609437912,0.2,0,7/27/2012 17:48,-24,-67,423,7/27/2012 17:48,124,393,2347.707177,49,-17.1,223,0,120,0,110,0,343.5,35,1,0,423,3.30E-33,-129.153814,-4.510737609
427,,-1.609437912,0.2,0,7/28/2012 21:24,-20,-45,802,7/28/2012 21:12,134,420,2536.906979,60,-6.8,322,331,360,1,107,0,347.7,34,1,0,802,4.46E-14,-109.6009794,-3.248343612
428,,-1.609437912,0.2,0,7/31/2012 9:24,-24,65,380,7/31/2012 9:24,247,425,2572.137897,22,2.8,460,471,248,0,122,0,378.3,32,1,0,380,4.63E-34,24.37920863,-0.16072088
429,,-1.609437912,0.2,0,7/31/2012 11:25,34,-78,750,7/31/2012 11:24,51,567,3594.983725,50,-9.3,437,505,360,1,122,0,383.8,33,2,0,750,2.47E-16,-127.8311598,-4.41882245
430,,-1.609437912,0.2,0,8/2/2012 13:25,-32,106,540,8/2/2012 13:25,234,563,3565.636431,39,-0.9,551,557,259,0,143,0,441.5,28,1,0,540,2.83E-31,60.17116058,-0.979061267
431,,-1.609437912,0.2,0,8/2/2012 13:54,-28,135,800,8/2/2012 14:48,268,412,2480.66162,39,-0.9,551,557,259,0,143,0,446.5,29,2,0,800,3.85E-14,84.41323263,-1.926877729
432,,-1.609437912,0.2,0,8/4/2012 13:48,-18,-28,745,8/4/2012 13:36,110,856,5779.943442,45,8.9,953,898,360,1,152,0,393.2,23,1,0,745,1.22E-16,-86.47019724,-2.021929424
433,,-1.609437912,0.2,0,8/6/2012 19:09,10,20,445,8/6/2012 18:36,284,334,1940.921092,20,5.1,436,421,281,0,98,0,389.3,21,1,0,445,8.33E-33,-39.93978583,-0.431364655
434,,-1.609437912,0.2,0,8/7/2012 14:26,15,50,430,8/7/2012 13:36,286,266,1485.210018,22,9.8,509,484,285,0,122,0,387.5,21,1,0,445,4.45E-33,-17.5134482,-0.082942366
435,,-1.609437912,0.2,0,8/8/2012 5:39,6,35,580,8/8/2012 5:48,269,355,2084.601815,19,7,426,501,278,0,123,0,395.3,18,1,0,580,1.04E-30,-23.70792358,-0.15199179
436,,-1.609437912,0.2,0,8/10/2012 12:10,-12,155,700,8/10/2012 10:34,275,464,2848.906432,36,8.8,599,578,230,0,131,0,314.8,17,1,0,700,8.98E-21,82.36675809,-1.834581622
437,,-1.609437912,0.2,0,8/13/2012 9:46,-12,95,550,8/13/2012 9:36,257,627,4038.473481,25,-19.4,423,477,259,0,74,0,461,16,1,0,550,3.95E-31,46.51103335,-0.584985458
438,,-1.609437912,0.2,0,8/13/2012 13:39,40,-10,500,8/13/2012 13:25,359,435,2642.775524,30,-3.5,405,371,360,1,74,0,468.5,17,2,0,550,6.97E-32,-66.70533396,-1.203245424
439,,-1.609437912,0.2,0,8/14/2012 1:36,35,15,400,8/14/2012 1:25,278,634,4090.599037,25,16.3,709,804,360,1,33,0,475.3,18,1,0,550,1.19E-33,-46.74231263,-0.590817683
440,,-1.609437912,0.2,0,8/14/2012 3:24,2,1,500,8/14/2012 3:12,258,585,3727.392931,25,-8.3,513,494,249,0,33,0,475.2,19,2,0,550,6.97E-32,-47.26240974,-0.604038771
441,,-1.609437912,0.2,0,8/16/2012 0:48,-46,-115,751,8/16/2012 0:24,139,796,5316.960952,35,5.1,845,824,123,0,32,0,483.2,20,1,0,751,2.82E-16,-131.4722853,-4.674137858
442,,-1.609437912,0.2,0,8/16/2012 6:24,40,-22,350,8/16/2012 6:36,130,421,2543.948423,30,-5.9,395,238,132,0,32,0,499.5,21,2,0,751,1.02E-34,-73.23750044,-1.450441176
443,,-1.609437912,0.2,0,8/18/2012 1:30,50,20,544,8/18/2012 0:48,43,986,6797.145166,30,12.5,1099,1028,62,0,54,0,375.2,21,1,0,544,3.24E-31,-61.02064512,-1.006900793
444,,-1.609437912,0.2,0,8/19/2012 0:00,55,-77,600,8/18/2012 23:36,39,698,4570.656934,25,-11.6,578,624,20,0,72,0,382.8,21,1,0,600,1.92E-30,-114.7469588,-3.560536657
445,,-1.609437912,0.2,0,8/20/2012 13:16,61,-129,230,8/20/2012 13:16,27,267,1491.795392,20,1,293,287,30,0,80,0,549.2,22,1,0,230,4.24E-38,-118.586188,-3.802780957
446,,-1.609437912,0.2,0,8/20/2012 21:28,3,-150,960,8/20/2012 21:28,85,521,3259.245772,25,-2.4,491,495,360,1,80,0,499.2,23,2,0,960,2.52E-11,163.8154622,-7.256761942
447,,-1.609437912,0.2,0,8/20/2012 23:24,50,130,350,8/20/2012 23:12,334,327,1893.316976,20,2.9,389,381,332,0,80,0,489.8,24,2,0,960,1.02E-34,85.63988861,-1.983285701
448,,-1.609437912,0.2,0,8/21/2012 20:42,-7,-170,1100,8/21/2012 20:24,86,1024,7097.827129,15,-39.9,728,829,360,1,71,0,386.5,25,1,1,1100,2.00E-10,130.3349184,-4.593615723
449,,-1.609437912,0.2,0,8/22/2012 10:24,15,60,511,8/22/2012 10:00,268,449,2742.053277,27,4.6,523,504,298,0,69,0,382,25,1,0,1100,1.04E-31,15.00000024,-0.060843701
450,,-1.609437912,0.2,0,8/25/2012 17:54,0,-145,950,8/25/2012 16:36,64,636,4105.506286,38,-1.8,612,624,360,1,77,0,520.5,26,1,0,950,2.02E-11,170.9674187,-7.904234251
451,,-1.609437912,0.2,0,8/29/2012 9:24,-10,172,435,8/29/2012 11:48,182,113,534.1948235,27,-4.9,73,0,360,1,83,0,500.3,24,1,0,435,5.50E-33,125.5552937,-4.262880415
452,9/1/2012 1:39,4.102263127,60.477,1,8/31/2012 20:36,-15,-63,1498,8/31/2012 20:00,90,1442,10488.79987,75,2,1454,1446,360,1,150,3510000,310.7,23,1,1,1498,1.41E-09,-134.7271957,-4.908441658
453,,-1.609437912,0.2,0,9/7/2012 2:24,-6,170,315,9/7/2012 2:24,218,402,2410.57374,30,8.8,502,539,232,0,95,0,378,19,1,0,315,1.47E-35,109.2575379,-3.228017735
454,,-1.609437912,0.2,0,9/8/2012 10:42,-18,124,840,9/8/2012 10:00,242,734,4843.305627,62,-8.7,633,700,360,1,82,0,376.3,19,1,0,840,4.61E-13,64.50825794,-1.125288086
455,,-1.609437912,0.2,0,9/13/2012 7:42,35,5,415,9/13/2012 7:48,344,341,1988.671925,26,-2.2,306,293,321,0,58,0,353.8,15,1,0,415,2.33E-33,-65.65034315,-1.165486089
456,,-1.609437912,0.2,0,9/15/2012 8:12,-30,-110,560,9/15/2012 5:12,124,299,1704.432628,28,13.3,554,571,126,0,61,0,426.7,14,1,0,560,5.48E-31,-146.2291241,-5.782303063
457,,-1.609437912,0.2,0,9/16/2012 14:12,32,153,456,9/16/2012 14:00,38,234,1276.545141,28,-2.5,219,36,45,0,64,0,405.3,15,1,0,456,1.30E-32,95.46823456,-2.464625151
458,,-1.609437912,0.2,0,9/17/2012 2:00,33,81,312,9/17/2012 1:36,307,260,1445.777224,24,0.1,263,264,306,0,55,0,441.3,15,1,0,456,1.23E-35,42.85673105,-0.496673715
459,,-1.609437912,0.2,0,9/17/2012 13:25,34,-143,337,9/17/2012 12:12,51,297,1691.038445,25,1.7,343,325,45,0,55,0,404.7,16,1,0,456,5.11E-35,141.3380743,-5.401960859
460,,-1.609437912,0.2,0,9/17/2012 21:12,24,-68,480,9/17/2012 20:48,56,323,1866.1817,44,8.8,481,491,56,0,55,0,403.7,17,2,0,480,3.31E-32,-121.3999874,-3.985385866
461,,-1.609437912,0.2,0,9/18/2012 19:12,19,172,343,9/18/2012 18:48,355,207,1103.87279,54,2.9,261,306,356,0,64,0,392.3,17,1,0,480,7.06E-35,112.2225048,-3.405595074
462,,-1.609437912,0.2,0,9/19/2012 11:39,-16,160,1000,9/19/2012 11:36,151,616,3956.72013,17,-17.5,484,355,360,1,67,0,372.8,18,1,0,1000,5.39E-11,98.18966128,-2.607141585
463,,-1.609437912,0.2,0,9/19/2012 12:54,30,-160,500,9/19/2012 13:25,13,525,3288.284088,38,16.4,760,678,360,1,67,0,379,19,2,0,1000,6.97E-32,131.2087103,-4.655415269
464,,-1.609437912,0.2,0,9/20/2012 8:24,37,99,523,9/20/2012 8:12,309,485,2999.312212,37,0.5,492,490,312,0,81,0,521.2,17,1,0,1000,1.58E-31,62.75635966,-1.064997479
465,,-1.609437912,0.2,0,9/20/2012 15:24,-28,-138,2319,9/20/2012 15:12,131,1202,8524.274022,56,-54.9,805,1132,360,1,81,0,566.8,18,2,1,2319,2.59E-09,-151.9598675,-6.244402738
466,,-1.609437912,0.2,0,9/21/2012 6:12,12,150,1040,9/21/2012 5:48,252,686,4480.182053,28,-26.7,476,369,263,0,84,0,447.8,18,1,1,2319,9.89E-11,98.62456482,-2.630287936
467,,-1.609437912,0.2,0,9/21/2012 7:30,41,-150,790,9/21/2012 6:24,46,639,4127.878946,37,4.1,685,670,360,1,84,0,461,19,2,1,2319,1.74E-14,135.2729163,-4.948286067
468,,-1.609437912,0.2,0,9/22/2012 3:24,0,-101,982,9/22/2012 3:24,101,774,5148.31663,25,-21.4,526,710,89,0,58,0,471.8,19,1,0,1040,3.92E-11,-149.5776994,-6.050159045
469,,-1.609437912,0.2,0,9/23/2012 15:12,20,-96,1056,9/23/2012 14:48,84,939,6427.281735,58,9.2,1025,981,55,0,75,0,349,20,1,1,1056,1.22E-10,-153.1276042,-6.340741797
470,,-1.609437912,0.2,0,9/27/2012 10:24,-20,170,1592,9/27/2012 10:12,227,1319,9476.525852,64,-3.6,1295,1309,360,1,113,0,407,20,1,1,1592,1.68E-09,112.18065,-3.40305523
471,9/28/2012 1:14,3.324136336,27.775,1,9/28/2012 2:25,5,30,1160,9/28/2012 0:12,251,947,6490.074241,85,-27.1,716,817,360,1,85,9765000,370.8,21,1,1,1592,3.39E-10,-32.15928256,-0.279669945
472,,-1.609437912,0.2,0,9/28/2012 10:54,-10,170,950,9/28/2012 10:36,220,768,5102.430515,26,-15.7,651,638,360,1,85,0,347.3,21,2,1,1160,2.02E-11,103.7911236,-2.913087434
473,,-1.609437912,0.2,0,9/29/2012 9:24,15,40,484,9/29/2012 9:12,268,558,3528.992301,28,4.3,613,596,289,0,79,0,298.8,22,1,0,950,3.86E-32,-39.24732975,-0.416536748
474,,-1.609437912,0.2,0,10/1/2012 20:00,11,95,390,10/1/2012 18:48,300,333,1934.111449,30,0.5,336,347,288,0,78,0,342.3,22,1,0,390,7.46E-34,29.96056767,-0.242735429
475,,-1.609437912,0.2,0,10/5/2012 3:24,-28,10,650,10/5/2012 2:48,202,612,3927.040157,47,21.2,885,804,258,0,60,0,299.8,23,1,0,650,8.22E-30,-69.34032329,-1.300184
476,,-1.609437912,0.2,0,10/6/2012 14:24,-17,-121,430,10/6/2012 14:12,113,404,2424.571611,26,5.5,473,496,129,0,43,0,328.3,24,1,0,430,4.45E-33,159.9395886,-6.917434293
477,,-1.609437912,0.2,0,10/7/2012 9:09,-38,20,850,10/7/2012 7:36,207,663,4307.361818,35,20.2,943,814,202,0,40,0,329,24,1,0,850,7.54E-13,-59.33146315,-0.951926047
478,,-1.609437912,0.2,0,10/8/2012 8:48,-10,-54,516,10/8/2012 8:36,115,544,3426.62839,30,25,925,799,116,0,49,0,373.7,25,1,0,850,1.24E-31,-114.918513,-3.571191083
479,,-1.609437912,0.2,0,10/8/2012 23:24,-10,-88,630,10/9/2012 0:48,122,692,4525.393481,25,0.9,702,699,109,0,49,0,381.2,25,1,0,630,4.66E-30,-146.7498195,-5.823555847
480,,-1.609437912,0.2,0,10/14/2012 0:48,4,-120,480,10/14/2012 0:48,54,987,6805.039329,25,-12,893,960,360,1,95,0,534,25,1,0,480,3.31E-32,-162.4708814,-7.138125284
481,,-1.609437912,0.2,0,10/14/2012 22:24,28,75,255,10/14/2012 22:00,79,192,1009.439111,29,10.8,242,522,80,0,95,0,491.8,26,1,0,480,2.92E-37,39.04061491,-0.412160523
482,,-1.609437912,0.2,0,10/16/2012 5:09,24,153,504,10/16/2012 6:00,357,147,733.5935903,35,3,210,281,17,0,115,0,393.5,26,1,0,504,8.06E-32,94.34412353,-2.406926351
483,,-1.609437912,0.2,0,10/19/2012 0:00,-40,96,500,10/18/2012 23:24,68,460,2820.364185,35,24.2,514,867,77,0,95,0,512.3,22,1,0,500,6.97E-32,61.35680871,-1.018025412
484,,-1.609437912,0.2,0,10/19/2012 8:12,-47,60,700,10/19/2012 7:48,223,724,4767.388968,29,-15.9,555,614,214,0,95,0,453.7,23,2,0,700,8.98E-21,47.72606904,-0.615948531
485,,-1.609437912,0.2,0,10/19/2012 11:24,17,128,436,10/19/2012 9:48,283,290,1644.265468,38,6.1,430,417,286,0,95,0,450,24,2,0,700,5.73E-33,77.64314691,-1.63019423
486,,-1.609437912,0.2,0,10/21/2012 21:48,0,-92,380,10/21/2012 20:57,90,496,3078.46166,25,3.5,554,528,83,0,82,452000,359.5,19,1,0,380,4.63E-34,-155.7523187,-6.559974249
487,,-1.609437912,0.2,0,10/26/2012 10:00,-26,-80,700,10/26/2012 9:48,129,646,4180.136479,48,4.5,703,676,94,0,78,0,321.3,18,1,0,700,8.98E-21,-142.0562115,-5.456994921
488,,-1.609437912,0.2,0,10/27/2012 17:40,24,12,420,10/27/2012 16:48,350,317,1825.571862,36,9.1,508,483,360,1,67,0,339.5,18,1,0,420,2.90E-33,-58.84647574,-0.936427179
489,,-1.609437912,0.2,0,10/28/2012 9:54,-12,85,496,10/28/2012 8:48,258,487,3013.684628,45,-1.6,459,475,269,0,53,0,337.3,18,1,0,496,6.02E-32,20.74781425,-0.116406651
490,,-1.609437912,0.2,0,10/31/2012 10:12,20,130,310,10/31/2012 10:12,306,441,2685.26879,16,-40.4,244,0,295,0,50,0,287.3,17,1,0,310,1.10E-35,53.04598947,-0.760918604
491,,-1.609437912,0.2,0,10/31/2012 19:54,13,105,580,10/31/2012 18:24,296,347,2029.715699,40,5.8,458,444,285,0,50,0,356.5,18,1,0,580,1.04E-30,42.38947222,-0.485902476
492,,-1.609437912,0.2,0,11/3/2012 1:55,38,179,317,11/3/2012 4:48,275,280,1577.741089,30,7.2,380,460,267,0,44,0,296,18,1,0,317,1.65E-35,99.09442564,-2.655409733
493,,-1.609437912,0.2,0,11/3/2012 6:00,-42,-165,500,11/3/2012 5:12,199,390,2326.797228,35,2.6,435,428,196,0,44,0,303.2,19,2,0,500,6.97E-32,111.4028409,-3.356028383
494,,-1.609437912,0.2,0,11/7/2012 3:36,30,143,366,11/7/2012 2:00,294,269,1504.977361,30,0.3,278,276,288,0,61,0,409.8,17,1,0,366,2.33E-34,87.46526324,-2.068732362
495,,-1.609437912,0.2,0,11/8/2012 2:48,25,-86,680,11/8/2012 2:36,46,855,5772.191756,55,-15.2,695,800,360,1,65,0,456.7,16,1,0,680,4.08E-24,-130.8408337,-4.629346613
496,11/8/2012 19:54,0.599660337,1.8215,0,11/8/2012 11:09,-17,176,1285,11/8/2012 11:00,216,972,6686.733842,70,-15.9,833,917,360,1,65,0,413.3,17,2,1,1285,7.15E-10,119.0799101,-3.834511894
497,,-1.609437912,0.2,0,11/8/2012 16:48,29,177,530,11/8/2012 16:48,92,229,1244.322339,27,3.9,262,365,75,0,65,0,401.3,18,2,1,1285,2.01E-31,115.8382003,-3.628579947
498,,-1.609437912,0.2,0,11/8/2012 20:24,-10,132,752,11/8/2012 20:00,339,275,1544.612052,27,0.7,286,294,348,0,65,0,395,19,2,0,1285,3.22E-16,74.22713541,-1.489904714
499,,-1.609437912,0.2,0,11/9/2012 1:25,-40,-123,617,11/9/2012 0:48,132,771,5125.367736,23,11.6,889,841,155,0,65,0,378.7,20,3,0,1285,3.19E-30,139.8713456,-5.290425449
500,,-1.609437912,0.2,0,11/9/2012 15:24,-13,-11,570,11/9/2012 15:12,157,559,3536.317555,27,4,601,603,175,0,65,0,345.5,21,1,0,752,7.57E-31,-77.66539249,-1.631128499
501,,-1.609437912,0.2,0,11/10/2012 5:39,-20,-16,900,11/10/2012 5:12,184,762,5056.591275,20,-9.9,675,689,189,0,79,0,314.2,22,1,0,900,5.24E-12,-89.00755288,-2.142332199
502,,-1.609437912,0.2,0,11/10/2012 14:48,-15,128,400,11/10/2012 14:12,246,460,2820.364185,32,8.6,612,556,261,0,79,0,299.2,23,1,0,900,1.19E-33,52.9413715,-0.757920177
503,,-1.609437912,0.2,0,11/11/2012 4:09,-35,87,650,11/11/2012 4:48,82,200,1059.663473,31,10.3,222,531,76,0,108,0,290.8,24,1,0,900,8.22E-30,35.82537467,-0.347068002
504,,-1.609437912,0.2,0,11/13/2012 0:50,-25,-46,556,11/13/2012 0:54,138,611,3919.624242,25,3.9,633,641,134,0,121,0,428.8,24,1,0,556,4.81E-31,-98.55676602,-2.626672831
505,,-1.609437912,0.2,0,11/13/2012 6:12,-45,-70,834,11/13/2012 6:00,138,797,5324.641179,25,-11,703,724,119,0,121,0,426,25,2,0,834,3.36E-13,-113.1639936,-3.462977135
506,,-1.609437912,0.2,0,11/14/2012 3:12,-28,100,276,11/14/2012 3:36,160,653,4232.469865,28,-19.8,559,301,143,0,133,0,390.5,25,1,0,834,1.27E-36,48.45266919,-0.634846174
507,,-1.609437912,0.2,0,11/14/2012 4:36,-23,-25,642,11/14/2012 4:24,107,478,2949.07393,38,-10.6,383,260,113,0,133,0,392.2,26,2,0,834,6.56E-30,-83.9606754,-1.906272313
508,,-1.609437912,0.2,0,11/14/2012 14:12,17,-96,392,11/14/2012 12:48,76,322,1859.405598,39,-0.5,311,311,70,0,133,0,402.2,27,1,0,642,8.19E-34,-148.424661,-5.957241754
509,,-1.609437912,0.2,0,11/16/2012 1:25,-14,-96,643,11/16/2012 0:48,107,667,4337.360961,47,-7.7,569,620,360,1,142,0,409.3,27,1,0,643,6.75E-30,-148.9463328,-5.999191469
510,,-1.609437912,0.2,0,11/16/2012 7:24,-17,-110,707,11/16/2012 7:24,97,775,5155.968848,52,-1.8,760,762,360,1,142,0,422.8,28,2,0,707,6.71E-20,-156.9565114,-6.661802722
511,,-1.609437912,0.2,0,11/18/2012 21:24,-32,-124,496,11/18/2012 20:36,135,452,2763.384345,35,3.6,505,499,109,0,132,0,397.7,26,1,0,496,6.02E-32,147.9629729,-5.920238332
512,,-1.609437912,0.2,0,11/20/2012 12:09,5,90,725,11/20/2012 11:24,272,544,3426.62839,30,6.7,560,662,270,0,105,0,398.5,27,1,0,725,4.18E-18,32.82774701,-0.291417246
513,,-1.609437912,0.2,0,11/21/2012 4:24,10,169,730,11/21/2012 4:24,317,920,6278.423776,26,-16.2,834,801,360,1,106,0,427.3,27,1,0,730,1.07E-17,114.9513684,-3.573233394
514,,-1.609437912,0.2,0,11/21/2012 16:24,8,-12,850,11/21/2012 16:00,194,529,3317.35288,45,-9.4,420,410,360,1,106,0,393.7,28,1,0,850,7.54E-13,-70.4147364,-1.340788292
