CME_DONKI_speed_norm,CME_DONKI_latitude_norm,CME_DONKI_longitude_norm,CME_CDAW_MPA_norm,CME_CDAW_LinearSpeed_norm,DONKI_half_width_norm,Halo,ln_peak_intensity
0.197810219,0.640449438,0.113888889,0.15,0.15396876,0.264367816,0,0
0.085036496,0.758426966,0.530555556,0.85,0.072680905,0.16091954,0,0
0.04379562,0.426966292,0.25,0.313888889,0.048772713,0.367816092,0,0
0.262773723,0.640449438,0.416666667,0.163888889,0.284985655,0.436781609,1,0
0.093065693,0.702247191,0.430555556,0.058333333,0.039846988,0.252873563,0,0
0.306569343,0.449438202,0.197222222,0.241666667,0.261396238,0.218390805,0,0
0.270072993,0.578651685,0.944444444,0.794444444,0.233343959,0.287356322,0,0
0.394160584,0.438202247,0.194444444,0.305555556,0.355435129,0.32183908,0,0
0.215328467,0.707865169,0.452777778,0.033333333,0.148868346,0.459770115,0,0
0.120072993,0.550561798,0.288888889,0.233333333,0.156837743,0.218390805,0,0
0.129927007,0.54494382,0.283333333,0.272222222,0.049091489,0.195402299,0,0
0.148540146,0.516853933,0.291666667,0.252777778,0.227605993,0.195402299,0,0
0.127737226,0.691011236,0.138888889,0.075,0.103283392,0.344827586,0,0
0.169708029,0.52247191,0.347222222,0.291666667,0.14695569,0.287356322,0,0
0.199270073,0.443820225,0.191666667,0.269444444,0.140898948,0.103448276,0,0
0.268248175,0.56741573,0.041666667,0.063888889,0.234300287,0.471264368,1,0
0.101459854,0.460674157,0.052777778,0.227777778,0.27446605,0.632183908,1,0
0.096350365,0.404494382,0.483333333,0.319444444,0.068218043,0.114942529,0,0
0.270072993,0.438202247,0.702777778,0.655555556,0.240994581,0.448275862,0,0
0.181386861,0.561797753,0.255555556,0.233333333,0.204972904,0.172413793,0,0
0.195255474,0.528089888,0.763888889,0.769444444,0.157794071,0.24137931,0,0
0.336131387,0.556179775,0.241666667,0.197222222,0.321326108,0.149425287,0,0
0.277372263,0.43258427,0.194444444,0.25,0.26203379,0.540229885,1,0
0.291970803,0.421348315,0.255555556,0.266666667,0.239400701,0.045977011,0,0
0.087591241,0.662921348,0.483333333,0.441666667,0.32738285,0.402298851,1,0
0.25,0.606741573,0.552777778,0.861111111,0.204335352,0.229885057,0,0
0.069343066,0.887640449,0.483333333,0.25,0.218999044,0.057471264,0,0
0.096350365,0.539325843,0.725,0.186111111,0.062161301,0.218390805,0,0
0.111313869,0.629213483,0.333333333,0.244444444,0.121772394,0.390804598,0,0
0.124817518,0.668539326,0.263888889,0.147222222,0.090851132,0.08045977,0,0
0.489051095,0.550561798,0.027777778,0.527777778,0.422059292,0.459770115,1,0
0.055109489,0.696629213,0.933333333,0.25,0.228562321,0.172413793,0,0
0.117153285,0.45505618,0.241666667,0.261111111,0.120178515,0.195402299,0,0
0.105839416,0.382022472,0.555555556,0.588888889,0.060248645,0.137931034,0,0
0.197080292,0.460674157,0.233333333,0.277777778,0.187759005,0.206896552,0,0
0.153284672,0.382022472,0.766666667,0.688888889,0.155243864,0.425287356,0,0
0.07080292,0.56741573,0.361111111,0.247222222,0.234619063,0.103448276,0,0
0.03649635,0.674157303,0.352777778,0.161111111,0.080012751,0.195402299,0,0
0.185036496,0.533707865,0.333333333,0.252777778,0.138667517,0.068965517,0,0
0.140875912,0.382022472,0.344444444,0.319444444,0.126872808,0.206896552,0,0
0.108394161,0.831460674,0.241666667,0.086111111,0.129423016,0.08045977,0,0
0.182481752,0.550561798,0.097222222,0.169444444,0.1415365,0.425287356,0,0
0.124087591,0.337078652,0.75,0.327777778,0.068218043,0.264367816,0,0
0.146715328,0.679775281,0.822222222,0.877777778,0.132610775,0.16091954,0,0
0.074452555,0.382022472,0.236111111,0.297222222,0.085113165,0.206896552,0,0
0.09379562,0.539325843,0.722222222,0.758333333,0.149824673,0.08045977,0,0
0.118978102,0.685393258,0.680555556,0.858333333,0.055785783,0.068965517,0,0
0.078467153,0.612359551,0.755555556,0.819444444,0.036659229,0.114942529,0,0
0.204744526,0.359550562,0.241666667,0.333333333,0.163850813,0.229885057,0,0
0.101824818,0.634831461,0.366666667,0.177777778,0.064073956,0.057471264,0,0
0.044160584,0.398876404,0.613888889,0.691666667,0.066305387,0.114942529,0,0
0.142335766,0.376404494,0.013888889,0.322222222,0.064073956,0.459770115,0,0
0.123357664,0.54494382,0.211111111,0.225,0.127191584,0.137931034,0,0
0.075912409,0.584269663,0.838888889,0.847222222,0.08479439,0.137931034,0,0
0.149270073,0.623595506,0.758333333,0.813888889,0.057379662,0.229885057,0,0
0.105109489,0.634831461,0.722222222,0.852777778,0.051004144,0.137931034,0,0
0.088321168,0.584269663,0.755555556,0.788888889,0.072362129,0.08045977,0,0
0.173357664,0.533707865,0.319444444,0.241666667,0.1150781,0.206896552,0,0
0.169343066,0.595505618,0.297222222,0.205555556,0.252470513,0.206896552,0,0
0.074087591,0.382022472,0.741666667,0.688888889,0.086707045,0.172413793,0,0
0.166788321,0.494382022,0.758333333,0.291666667,0.088938476,0.08045977,0,0
0.116788321,0.415730337,0.722222222,0.697222222,0.134204654,0.24137931,0,0
0.158029197,0.651685393,0.755555556,0.766666667,0.155562639,0.195402299,0,0
0.100729927,0.573033708,0.869444444,0.838888889,0.075231113,0.252873563,0,0
0.076642336,0.382022472,0.769444444,0.838888889,0.060567421,0.114942529,0,0
0.118978102,0.56741573,0.155555556,0.194444444,0.063117628,0.068965517,0,0
0.039416058,0.438202247,0.225,0.272222222,0.052916799,0.229885057,0,0
0.077007299,0.668539326,0.502777778,0.9,0.043353522,0.494252874,0,0
0.124087591,0.52247191,0.844444444,0.788888889,0.065986611,0.16091954,0,0
0.053284672,0.460674157,0.777777778,0.738888889,0.059292318,0.287356322,0,0
0.196715328,0.623595506,0.875,0.863888889,0.126872808,0.252873563,0,0
0.158029197,0.550561798,0.586111111,0.827777778,0.081287855,0.24137931,0,0
0.141970803,0.685393258,0.222222222,0.158333333,0.133248326,0.218390805,0,0
0.06459854,0.54494382,0.747222222,0.747222222,0.07076825,0.218390805,0,0
0.044890511,0.556179775,0.775,0.802777778,0.048772713,0.114942529,0,0
0.191605839,0.5,0.147222222,0.25,0.084475614,0.16091954,0,0
0.058394161,0.393258427,0.85,0.694444444,0.044947402,0.137931034,0,0
0.147080292,0.511235955,0.844444444,0.805555556,0.046222506,0.057471264,0,0
0.155839416,0.623595506,0.572222222,0.858333333,0.120178515,0.344827586,0,0
0.242335766,0.623595506,0.363888889,0.177777778,0.1679949,0.252873563,0,0
0.147810219,0.52247191,0.483333333,0.230555556,0.098182977,0.206896552,0,0
0.144525547,0.404494382,0.241666667,0.288888889,0.123366274,0.114942529,0,0
0.105839416,0.5,0.811111111,0.791666667,0.087663373,0.298850575,0,0
0.147080292,0.606741573,0.775,0.811111111,0.233025183,0.126436782,0,0
0.126642336,0.483146067,0.238888889,0.244444444,0.153012432,0.195402299,0,0
0.042335766,0.533707865,0.905555556,0.772222222,0.028052279,0.16091954,0,0
0.066058394,0.5,0.230555556,0.258333333,0.074274785,0.172413793,0,0
0.032116788,0.460674157,0.194444444,0.275,0.043672298,0.333333333,0,0
0.118978102,0.47752809,0.472222222,0.283333333,0.100095633,0.344827586,1,0
0.174817518,0.348314607,0.711111111,0.680555556,0.162575709,0.229885057,0,0
0.178832117,0.488764045,0.361111111,0.266666667,0.174689193,0.091954023,0,0
0.140145985,0.617977528,0.252777778,0.186111111,0.109021358,0.16091954,0,0
0.204379562,0.696629213,0.663888889,0.855555556,0.141855276,0.022988506,0,0
0.093065693,0.702247191,0.888888889,0.897222222,0.06917437,0.356321839,0,0
0.035766423,0.331460674,1,0.486111111,0.061204973,0.264367816,0,0
0.212773723,0.550561798,0.977777778,0.863888889,0.079056423,0.172413793,0,0
0.175182482,0.550561798,0.961111111,0.866666667,0.061842525,0.149425287,0,0
0.133576642,0.382022472,0.947222222,0.616666667,0.058654766,0.137931034,0,0
0.225182482,0.550561798,0.775,0.775,0.211029646,0.137931034,0,0
0.17189781,0.691011236,0.041666667,0.147222222,0.145999362,0.413793103,0,0
0.016788321,0.634831461,0.25,0.186111111,0.021995537,0.172413793,0,0
0.175182482,0.584269663,0.377777778,0.183333333,0.138348741,0.195402299,0,0
0.166423358,0.95505618,0.027777778,0.016666667,0.114759324,0.402298851,0,0
0.107664234,0.651685393,0.483333333,0.197222222,0.062161301,0.126436782,0,0
0.063868613,0.646067416,0.938888889,0.913888889,0.027414727,0.172413793,0,0
0.142335766,0.382022472,0.763888889,0.686111111,0.25502072,0.264367816,0,0
0.182481752,0.702247191,0.091666667,0.1,0.149505897,0.425287356,0,0
0.105839416,0.54494382,0.619444444,0.733333333,0.013707364,0.298850575,0,0
0.069343066,0.43258427,0.113888889,0.302777778,0.05674211,0.344827586,0,0
0.146715328,0.41011236,0.641666667,0.688888889,0.12751036,0.252873563,0,0
0.142335766,0.426966292,0.641666667,0.694444444,0.087982149,0.264367816,0,0
0.041240876,0.54494382,0.183333333,0.233333333,0.025820848,0.275862069,0,0
0.069708029,0.640449438,0.483333333,0.811111111,0.081287855,0.091954023,0,0
0.191605839,0.45505618,0.272222222,0.277777778,0.176283073,0.091954023,0,0
0.065693431,0.54494382,0.216666667,0.211111111,0.091169908,0.218390805,0,0
0.062408759,0.56741573,0.483333333,0.825,0.032196366,0.126436782,0,0
0.056934307,0.415730337,0.572222222,0.636111111,0.054191903,0.310344828,0,0
0.195985401,0.52247191,0.747222222,0.763888889,0.150462225,0.08045977,0,0
0.241605839,0.393258427,0.161111111,0.244444444,0.228243545,0.436781609,0,0
0.087956204,0.488764045,0.311111111,0.269444444,0.09722665,0.137931034,0,0
0.137226277,0.52247191,0.775,0.794444444,0.188077781,0.08045977,0,0
0.121532847,0.56741573,0.25,0.219444444,0.144724259,0.103448276,0,0
0.251824818,0.584269663,0.202777778,0.186111111,0.193496972,0.172413793,0,0
0.055474453,0.696629213,0.677777778,0.202777778,0.063436404,0.24137931,0,0
0.248175182,0.578651685,0.694444444,0.752777778,0.257889704,0.402298851,0,0
0.117883212,0.426966292,0.755555556,0.722222222,0.124322601,0.16091954,0,0
0.105839416,0.533707865,0.527777778,0.697222222,0.07618744,0.459770115,0,0
0.117518248,0.797752809,0.197222222,0.102777778,0.180108384,0.298850575,0,0
0.10729927,0.353932584,0.533333333,0.838888889,0.052279248,0.218390805,0,0
0.068248175,0.747191011,0.322222222,0.261111111,0.102327064,0.103448276,0,0
0.237226277,0.494382022,0.758333333,0.758333333,0.206566784,0.195402299,0,0
0.140510949,0.601123596,0.305555556,0.194444444,0.109021358,0.195402299,0,0
0.110948905,0.494382022,0.788888889,0.766666667,0.107427478,0.218390805,0,0
0.099635036,0.421348315,0.483333333,0.380555556,0.050047816,0.057471264,0,0
0.020072993,0.342696629,0.483333333,0.186111111,0.081287855,0.103448276,0,0
0.047810219,0.494382022,0.763888889,0.727777778,0.074593561,0.126436782,0,0
0.146715328,0.539325843,0.727777778,0.747222222,0.156837743,0.091954023,0,0
0.109489051,0.483146067,0.277777778,0.272222222,0.069493146,0.24137931,0,0
0.171532847,0.584269663,0.266666667,0.211111111,0.204654128,0.32183908,0,0
0.10729927,0.370786517,0.766666667,0.702777778,0.091807459,0.103448276,0,0
0.125912409,0.460674157,0.802777778,0.755555556,0.146636914,0.229885057,0,0
0.083576642,0.443820225,0.741666667,0.733333333,0.067899267,0.091954023,0,0
0.098540146,0.466292135,0.763888889,0.730555556,0.047178833,0.218390805,0,0
0.131021898,0.54494382,0.602777778,0.794444444,0.110296462,0.195402299,0,0
0.110218978,0.443820225,0.188888889,0.275,0.048772713,0.229885057,0,0
0.075912409,0.415730337,0.344444444,0.305555556,0.073956009,0.206896552,0,0
0.206934307,0.539325843,0.652777778,0.763888889,0.064073956,0.057471264,0,0
0.159854015,0.438202247,0.586111111,0.716666667,0.081606631,0.126436782,0,0
0.130656934,0.539325843,0.216666667,0.233333333,0.116353204,0.172413793,0,0
0.102189781,0.365168539,0.511111111,0.638888889,0.045584954,0.229885057,0,0
0.184306569,0.426966292,0.25,0.291666667,0.145680587,0.091954023,0,0
0.114963504,0.45505618,0.533333333,0.780555556,0.074274785,0.24137931,0,0
0.1,0.662921348,0.816666667,0.836111111,0.094038891,0.287356322,0,0
0.131751825,0.483146067,0.352777778,0.263888889,0.053873127,0.114942529,0,0
0.088686131,0.443820225,0.788888889,0.716666667,0.059292318,0.195402299,0,0
0.083576642,0.370786517,0.222222222,0.311111111,0.100414409,0.114942529,0,0
0.136131387,0.353932584,0.558333333,0.613888889,0.07778132,0.103448276,0,0
0.19270073,0.488764045,0.386111111,0.261111111,0.125916481,0.114942529,0,0
0.067883212,0.679775281,0.425,0.252777778,0.088300924,0.218390805,0,0
0.15729927,0.533707865,0.6,0.769444444,0.086707045,0.16091954,0,0
0.097445255,0.606741573,0.302777778,0.197222222,0.085750717,0.149425287,0,0
0.071167883,0.573033708,0.725,0.758333333,0.079056423,0.057471264,0,0
0.20620438,0.511235955,0.75,0.766666667,0.216448836,0.310344828,0,0
0.072992701,0.449438202,0.730555556,0.683333333,0.116353204,0.218390805,0,0
0.195985401,0.421348315,0.641666667,0.677777778,0.1415365,0.091954023,0,0
0.122262774,0.471910112,0.641666667,0.716666667,0.139623844,0.183908046,0,0
0.139416058,0.466292135,0.647222222,0.705555556,0.151099777,0.183908046,0,0
0.147810219,0.443820225,0.727777778,0.688888889,0.142492828,0.344827586,0,0
0.429927007,0.41011236,0.563888889,0.558333333,0.492508766,0.448275862,1,0
0.088321168,0.595505618,0.469444444,0.216666667,0.067580491,0.057471264,0,0
0.178832117,0.556179775,0.330555556,0.205555556,0.170226331,0.229885057,0,0
0.187226277,0.47752809,0.611111111,0.733333333,0.084156838,0.195402299,0,0
0.245985401,0.54494382,0.680555556,0.763888889,0.176601849,0.057471264,0,0
0.108029197,0.516853933,0.722222222,0.752777778,0.111571565,0.310344828,0,0
0.114233577,0.511235955,0.366666667,0.25,0.114121772,0.126436782,0,0
0.094890511,0.5,0.833333333,0.783333333,0.052916799,0.287356322,0,0
0.322627737,0.56741573,0.927777778,0.877777778,0.200191266,0.32183908,0,0
0.187591241,0.516853933,0.122222222,0.172222222,0.15938795,0.379310345,0,0
0.096715328,0.662921348,0.25,0.166666667,0.119859739,0.16091954,0,0
0.113138686,0.471910112,0.311111111,0.238888889,0.121134842,0.310344828,0,0
0.204379562,0.505617978,0.836111111,0.761111111,0.179789608,0.264367816,0,0
0.108759124,0.735955056,0.375,0.166666667,0.263946446,0.528735632,0,0
0.110948905,0.584269663,0.716666667,0.052777778,0.14695569,0.126436782,0,0
0.126642336,0.5,0.291666667,0.247222222,0.1150781,0.252873563,0,0
0.116423358,0.5,0.822222222,0.738888889,0.080331527,0.172413793,0,0
0.034671533,0.657303371,0.25,0.169444444,0.074593561,0.068965517,0,0
0.142335766,0.556179775,0.533333333,0.175,0.106789927,0.425287356,0,0
0.065328467,0.640449438,0.194444444,0.202777778,0.113165445,0.137931034,0,0
0.144525547,0.488764045,0.758333333,0.730555556,0.053873127,0.149425287,0,0
0.092335766,0.646067416,0.758333333,0.833333333,0.099458081,0.057471264,0,0
0.091605839,0.325842697,0.994444444,0.486111111,0.051960472,0.287356322,0,0
0.108759124,0.657303371,0.591666667,0.888888889,0.080650303,0.333333333,0,0
0.052919708,0.483146067,0.772222222,0.747222222,0.170863883,0.252873563,0,0
0.050729927,0.550561798,0.191666667,0.222222222,0.052279248,0.195402299,0,0
0.152919708,0.342696629,0.85,0.152777778,0.038571884,0.172413793,0,0
0.21350365,0.438202247,0.208333333,0.161111111,0.068218043,0.172413793,0,0
0.039051095,0.511235955,0.777777778,0.797222222,0.039528212,0.195402299,0,0
0.20729927,0.550561798,0.069444444,0.213888889,0.104558495,0.057471264,0,0
0.071532847,0.539325843,0.747222222,0.775,0.020401658,0.137931034,0,0
0.076642336,0.93258427,0.483333333,0.141666667,0.040165763,0.459770115,0,0
0.241970803,0.556179775,0.944444444,0.8,0.110615237,0.068965517,0,0
0.078832117,0.612359551,0.791666667,0.672222222,0.083838062,0.24137931,0,0
0.17189781,0.584269663,0.858333333,0.791666667,0.108383806,0.298850575,0,0
0.106934307,0.494382022,0.366666667,0.230555556,0.091488683,0.103448276,0,0
0.101459854,0.56741573,0.791666667,0.791666667,0.095951546,0.126436782,0,0
0.043430657,0.584269663,0.255555556,0.202777778,0.083838062,0.24137931,0,0
0.024452555,0.550561798,0.802777778,0.758333333,0.036978004,0.183908046,0,0
0.136131387,0.573033708,0.019444444,0.130555556,0.043672298,0.218390805,0,0
0.140510949,0.556179775,0.033333333,0.125,0.035702901,0.195402299,0,0
0.231021898,0.623595506,0.905555556,0.830555556,0.151737329,0.068965517,0,0
0.091605839,0.578651685,0.855555556,0.727777778,0.174689193,0.229885057,0,0
0.088321168,0.584269663,0.491666667,0.966666667,0.055148231,0.114942529,0,0
0.158029197,0.471910112,0.222222222,0.266666667,0.194134523,0.057471264,0,0
0.318978102,0.612359551,0.288888889,0.186111111,0.28689831,0.517241379,1,0
0.14379562,0.494382022,0.258333333,0.208333333,0.119222187,0.252873563,0,0
0.128467153,0.516853933,0.877777778,0.738888889,0.080012751,0.195402299,0,0
0.310583942,0.47752809,0.316666667,0.244444444,0.296142812,0.206896552,0,0
0.010948905,0.651685393,0.777777778,0.841666667,0.100414409,0.091954023,0,0
0.085766423,0.573033708,0.338888889,0.188888889,0.083838062,0.103448276,0,0
0.101094891,0.47752809,0.330555556,0.244444444,0.099458081,0.126436782,0,0
0.097810219,0.5,0.311111111,0.25,0.065030284,0.149425287,0,0
0.200364964,0.606741573,0.65,0.858333333,0.156200191,0.183908046,0,0
0.118248175,0.41011236,0.413888889,0.302777778,0.068536819,0.16091954,0,0
0.086861314,0.56741573,0.669444444,0.819444444,0.077143768,0.16091954,0,0
0.166423358,0.595505618,0.708333333,0.836111111,0.141855276,0.08045977,0,0
0.141970803,0.578651685,0.763888889,0.822222222,0.168632451,0.333333333,0,0
0.023722628,0.640449438,0.775,0.833333333,0.201147593,0.091954023,0,0
0.174452555,0.54494382,0.675,0.838888889,0.151099777,0.287356322,0,0
0.102189781,0.230337079,0.483333333,0.397222222,0.117628307,0.126436782,0,0
0.048540146,0.325842697,0.933333333,0.522222222,0.027095952,0.298850575,0,0
0.05729927,0.556179775,0.197222222,0.213888889,0.057698438,0.149425287,0,0
0.230656934,0.342696629,0.575,0.6,0.151418553,0.264367816,0,0
0.14270073,0.505617978,0.483333333,0.763888889,0.078100096,0.252873563,0,0
0.253649635,0.640449438,0.6,0.925,0.192221868,0.390804598,0,0
0.074817518,0.398876404,0.330555556,0.322222222,0.06917437,0.114942529,0,0
0.124087591,0.56741573,0.483333333,0.830555556,0.160025502,0.022988506,0,0
0.132116788,0.494382022,0.236111111,0.266666667,0.119859739,0.149425287,0,0
0.145255474,0.595505618,0.647222222,0.836111111,0.132610775,0.229885057,0,0
0.056569343,0.662921348,0.222222222,0.155555556,0.075549888,0.218390805,0,0
0.116423358,0.370786517,0.163888889,0.336111111,0.094995218,0.448275862,0,0
0.221167883,0.634831461,0.675,0.825,0.201785145,0.195402299,0,0
0.076642336,0.629213483,0.211111111,0.180555556,0.047816385,0.298850575,0,0
0.124087591,0.533707865,0.25,0.241666667,0.085113165,0.229885057,0,0
0.125912409,0.348314607,0.483333333,0.336111111,0.089576028,0.114942529,0,0
0.081386861,0.550561798,0.102777778,0.191666667,0.058654766,0.08045977,0,0
0.069708029,0.320224719,0.483333333,0.672222222,0.065986611,0.149425287,0,0
0.100364964,0.584269663,0.297222222,0.205555556,0.100095633,0.172413793,0,0
0.124817518,0.41011236,0.919444444,0.697222222,0.160663054,0.264367816,0,0
0.087591241,0.443820225,0.483333333,0.716666667,0.07076825,0.206896552,0,0
0.103649635,0.707865169,0.652777778,0.877777778,0.133248326,0.091954023,0,0
0.065693431,0.668539326,0.769444444,0.869444444,0.048453937,0.344827586,0,0
0.070072993,0.747191011,0.483333333,0.897222222,0.113484221,0.183908046,0,0
0.133211679,0.415730337,0.797222222,0.713888889,0.111890341,0.287356322,0,0
0.215328467,0.561797753,0.416666667,0.927777778,0.176283073,0.459770115,1,0
0.189781022,0.449438202,0.475,0.425,0.136436085,0.459770115,1,0
0.307664234,0.623595506,0.216666667,0.163888889,0.245776219,0.32183908,0,0
0.109854015,0.52247191,0.680555556,0.769444444,0.232706407,0.333333333,0,0
0.06459854,0.724719101,0.372222222,0.116666667,0.086069493,0.091954023,0,0
0.129927007,0.398876404,0.272222222,0.322222222,0.115715652,0.183908046,0,0
0.083941606,0.43258427,0.277777778,0.297222222,0.094357667,0.183908046,0,0
0.110583942,0.41011236,0.316666667,0.308333333,0.073956009,0.172413793,0,0
0.074087591,0.157303371,0.491666667,0.463888889,0.011157157,0.413793103,0,0
0.165693431,0.539325843,0.483333333,0.905555556,0.054191903,0,0,0
0.048540146,0.41011236,0.336111111,0.308333333,0.043991074,0.206896552,0,0
0.137956204,0.488764045,0.419444444,0.233333333,0.085750717,0.137931034,0,0
0.095620438,0.606741573,0.055555556,0.355555556,0.036021677,0.264367816,0,0
0.259124088,0.47752809,0.055555556,0.380555556,0.135479758,0.448275862,1,0
0.120072993,0.696629213,0.172222222,0.15,0.103920944,0.114942529,0,0
0.091240876,0.556179775,0.786111111,0.786111111,0.097864201,0.252873563,0,0
0.047080292,0.365168539,0.483333333,0.544444444,0.065667836,0.264367816,0,0
0.024452555,0.556179775,0.633333333,0.797222222,0.073318457,0.275862069,0,0
0.059124088,0.56741573,0.244444444,0.216666667,0.050366592,0.149425287,0,0
0.095255474,0.539325843,0.763888889,0.769444444,0.105196047,0.137931034,0,0
0.27080292,0.47752809,0.169444444,0.258333333,0.217086388,0.379310345,0,0
0.090510949,0.421348315,0.372222222,0.338888889,0.093401339,0.195402299,0,0
0.215328467,0.252808989,0.930555556,0.436111111,0.099139305,0.471264368,0,0
0.048540146,0.41011236,0.319444444,0.305555556,0.051004144,0.229885057,0,0
0.071532847,0.41011236,0.427777778,0.661111111,0.119222187,0.149425287,0,0
0.041240876,0.325842697,0.483333333,0.219444444,0.168951227,0.287356322,0,0
0.088321168,0.252808989,0.527777778,0.505555556,0.065667836,0.206896552,0,0
0.125547445,0.657303371,0.783333333,0.966666667,0.13611731,0.344827586,0,0
0.218978102,0.353932584,0.208333333,0.319444444,0.170863883,0.103448276,0,0
0.144160584,0.780898876,0.811111111,0.888888889,0.196047179,0.137931034,0,0
0.134306569,0.808988764,0.377777778,0.063888889,0.101370736,0.057471264,0,0
0.090875912,0.460674157,0.705555556,0.738888889,0.10965891,0.310344828,0,0
0.116058394,0.387640449,0.627777778,0.652777778,0.116990755,0.068965517,0,0
0.096715328,0.303370787,0.675,0.930555556,0.088300924,0.379310345,0,0
0.079562044,0.41011236,0.769444444,0.680555556,0.078418872,0.344827586,0,0
0.060218978,0.842696629,0.222222222,0.077777778,0.079375199,0.218390805,0,0
0.053284672,0.314606742,0.161111111,0.344444444,0.060248645,0.091954023,0,0
0.282116788,0.786516854,0.708333333,0.891666667,0.249920306,0.310344828,0,0
0.185766423,0.735955056,0.775,0.877777778,0.298374243,0.218390805,0,0
0.215328467,0.612359551,0.663888889,0.347222222,0.076824992,0.183908046,0,0
0.062773723,0.612359551,0.188888889,0.183333333,0.05674211,0.229885057,0,0
0.059854015,0.859550562,0.380555556,0.141666667,0.165125916,0.114942529,0,0
0.229562044,0.780898876,0.15,0.075,0.197959834,0.252873563,0,0
0.105839416,0.308988764,0.480555556,0.2,0.168632451,0.390804598,0,0
0.448175182,0.511235955,0.375,0.25,0.256933376,0.068965517,0,0
0.09379562,0.561797753,0.208333333,0.691666667,0.082562958,0.413793103,0,0
0.080291971,0.803370787,0.25,0.094444444,0.100095633,0.126436782,0,0
0.160583942,0.370786517,0.483333333,0.680555556,0.110615237,0.045977011,0,0
0.195255474,0.685393258,0.822222222,0.844444444,0.183614919,0.517241379,0,0
0.154379562,0.376404494,0.788888889,0.688888889,0.283073,0.24137931,0,0
0.178832117,0.426966292,0.763888889,0.702777778,0.278610137,0.287356322,0,0
0.124087591,0.460674157,0.483333333,0.744444444,0.128466688,0.091954023,0,0
0.148905109,0.41011236,0.202777778,0.377777778,0.158750398,0.068965517,0,0
0.040145985,0.426966292,0.483333333,0.313888889,0.104558495,0.137931034,0,0
0.127737226,0.859550562,0.138888889,0.033333333,0.108702582,0.310344828,0,0
0.266423358,0.393258427,0.236111111,0.288888889,0.23716927,0.137931034,0,0
0.189416058,0.825842697,0.169444444,0.041666667,0.211985974,0.287356322,0,0
0.032846715,0.382022472,0.736111111,0.338888889,0.10806503,0.149425287,0,0
0.119343066,0.511235955,0.711111111,0.727777778,0.039846988,0.298850575,0,0
0.131751825,0.5,0.255555556,0.238888889,0.132929551,0.057471264,0,0
0.149635036,1,0.505555556,0.994444444,0.135160982,0.183908046,0,0
0.125547445,0.421348315,0.297222222,0.297222222,0.313675486,0.068965517,0,0
0.082846715,0.275280899,0.483333333,0.730555556,0.068218043,0.126436782,0,0
0.091240876,0.52247191,0.483333333,0.241666667,0.087344597,0.068965517,0,0
0.113868613,0.219101124,0.791666667,0.247222222,0.094357667,0.367816092,0,0
0.065693431,0.415730337,0.788888889,0.711111111,0.048772713,0.137931034,0,0
0.124817518,0.308988764,0.108333333,0.297222222,0.116990755,0.425287356,0,0
0.110948905,0.415730337,0.358333333,0.313888889,0.17182021,0.183908046,0,0
0.048540146,0.337078652,0.352777778,0.336111111,0.047497609,0.114942529,0,0
0.175182482,0.398876404,0.25,0.294444444,0.123685049,0.057471264,0,0
0.140145985,0.387640449,0.622222222,0.675,0.057698438,0.137931034,0,0
0.048540146,0.747191011,0.483333333,0.886111111,0.05833599,0.08045977,0,0
0.097810219,0.56741573,0.513888889,0.055555556,0.050685368,0.379310345,0,0
0.229562044,0.54494382,0.661111111,0.808333333,0.337264903,0.367816092,0,0
0.097810219,0.595505618,0.161111111,0.208333333,0.046222506,0.057471264,0,0
0.048540146,0.623595506,0.805555556,0.830555556,0.059929869,0.183908046,0,0
0.116788321,0.404494382,0.019444444,0.516666667,0.077462544,0.448275862,0,0
0.168248175,0.685393258,0.433333333,0.069444444,0.164807141,0.344827586,0,0
0.074087591,0.331460674,0.563888889,0.475,0.057379662,0.24137931,0,0
0.091605839,0.573033708,0.319444444,0.197222222,0.125597705,0.172413793,0,0
0.130291971,0.679775281,0.483333333,0.163888889,0.095313994,0.195402299,0,0
0.248175182,0.494382022,0.833333333,0.736111111,0.154287536,0.32183908,0,0
0.147445255,0.623595506,0.538888889,0.955555556,0.104239719,0.298850575,0,0
0.039781022,0.426966292,0.75,0.186111111,0.103920944,0.195402299,0,0
0.078467153,0.348314607,0.325,0.308333333,0.059292318,0.206896552,0,0
0.090875912,0.140449438,0.427777778,0.344444444,0.096907874,0.206896552,0,0
0.122262774,0.758426966,0.222222222,0.130555556,0.073956009,0.287356322,0,0
0.164233577,0.629213483,0.819444444,0.002777778,0.147912018,0.402298851,0,0
0.06459854,0.370786517,0.702777778,0.688888889,0.04590373,0.218390805,0,0
0.088686131,0.370786517,0.216666667,0.036111111,0.095951546,0.287356322,0,0
0.136861314,0.662921348,0.277777778,0.147222222,0.133248326,0.310344828,0,0
0.140510949,0.370786517,0.763888889,0.694444444,0.106789927,0.16091954,0,0
0.149635036,0.314606742,0.633333333,0.636111111,0.080012751,0.149425287,0,0
0.062408759,0.735955056,0.836111111,0.911111111,0.046860057,0.402298851,0,0
0.231751825,0.52247191,0.041666667,0.216666667,0.163213261,0.459770115,1,0
0.080656934,0.443820225,0.741666667,0.763888889,0.06917437,0.08045977,0,0
0.173357664,0.421348315,0.244444444,0.302777778,0.154606312,0.16091954,0,0
0.111678832,0.640449438,0.744444444,0.822222222,0.085113165,0.137931034,0,0
