CME_DONKI_speed_norm,CME_DONKI_latitude_norm,CME_DONKI_longitude_norm,CME_CDAW_MPA_norm,CME_CDAW_LinearSpeed_norm,DONKI_half_width_norm,Halo,ln_peak_intensity
0.262773723,0.393258427,0.991666667,0.533333333,0.354160026,0.448275862,1,0
0.056934307,0.752808989,0.216666667,0.672222222,0.101370736,0.068965517,0,0
0.102554745,0.617977528,0.888888889,0.827777778,0.082562958,0.103448276,0,0
0.222627737,0.685393258,0.85,0.852777778,0.146636914,0.195402299,0,0
0.224452555,0.41011236,0.344444444,0.311111111,0.215492509,0.206896552,0,0
0.290875912,0.511235955,0.297222222,0.230555556,0.258846031,0.287356322,0,0
0.142335766,0.426966292,0.936111111,0.777777778,0.141855276,0.206896552,1,0
0.197080292,0.606741573,0.180555556,0.216666667,0.156837743,0.402298851,0,0
0.267883212,0.415730337,0.819444444,0.730555556,0.240675805,0.390804598,0,0
0.115693431,0.258426966,0.141666667,0.247222222,0.034746573,0.494252874,0,0
0.109854015,0.191011236,0.177777778,0.525,0.163850813,0.344827586,0,0
0.066423358,0.820224719,0.927777778,0.402777778,0.076506216,0.172413793,0,0
0.072992701,0.331460674,0.041666667,0.461111111,0.216767612,0.632183908,0,0
0.067153285,0.573033708,0.358333333,0.186111111,0.075231113,0.206896552,0,0
0.196350365,0.634831461,0.258333333,0.222222222,0.118584635,0.310344828,0,0
0.032481752,0.93258427,0.483333333,0.705555556,0.124960153,0.114942529,0,0
0.162043796,0.764044944,0.697222222,0.888888889,0.119222187,0.114942529,0,0
0.174087591,0.393258427,0.3,0.311111111,0.135798534,0.126436782,0,0
0.157664234,0.646067416,0.519444444,0.961111111,0.06534906,0.264367816,0,0
0.087591241,0.258426966,0.577777778,0.516666667,0.042715971,0.482758621,0,0
0.17080292,0.320224719,0.619444444,0.622222222,0.124641377,0.091954023,0,0
0.105839416,0.460674157,0.747222222,0.052777778,0.157794071,0.172413793,0,0
0.105839416,0.606741573,0.130555556,0.152777778,0.119540963,0.172413793,0,0
0.082116788,0.685393258,0.244444444,0.158333333,0.078418872,0.218390805,0,0
0.208394161,0.264044944,0.622222222,0.594444444,0.210073318,0.149425287,0,0
0.127372263,0.730337079,0.741666667,0.852777778,0.086069493,0.172413793,0,0
0.173357664,0.404494382,0.177777778,0.719444444,0.066305387,0.091954023,0,0
0.208029197,0.460674157,0.252777778,0.283333333,0.286579535,0.402298851,0,0
0.184671533,0.314606742,0.816666667,0.655555556,0.149824673,0.172413793,0,0
0.171532847,0.505617978,0.447222222,0.361111111,0.105833599,0.482758621,0,0
0.069343066,0.404494382,0.419444444,0.377777778,0.038571884,0.344827586,0,0
0.131386861,0.662921348,0.519444444,0.897222222,0.123685049,0.333333333,0,0
0.224817518,0.438202247,0.366666667,0.325,0.183296143,0.206896552,0,0
0.138686131,0.483146067,0.230555556,0.244444444,0.123685049,0.172413793,0,0
0.146715328,0.640449438,0.480555556,0.088888889,0.057379662,0.344827586,0,0
0.140145985,0.707865169,0.894444444,0.355555556,0.183614919,0.252873563,0,0
0.274817518,0.679775281,0.830555556,0.819444444,0.240994581,0.494252874,0,0
0.251824818,0.438202247,0.116666667,0.269444444,0.165763468,0.287356322,0,0
0.142335766,0.471910112,0.269444444,0.288888889,0.164488365,0.344827586,0,0
0.343065693,0.185393258,0.791666667,0.636111111,0.373605355,0.344827586,1,0
0.115328467,0.724719101,0.344444444,0.347222222,0.255977048,0.195402299,0,0
0.084671533,0.314606742,0.319444444,0.230555556,0.177876953,0.172413793,0,0
0.113138686,0.320224719,0.688888889,0.666666667,0.161938157,0.103448276,0,0
0.082116788,0.207865169,0.611111111,0.341666667,0.117947083,0.08045977,0,0
0.147810219,0.196629213,0.8,0.619444444,0.067261715,0,0,0
0.198175182,0.286516854,0.655555556,0.633333333,0.209754543,0.643678161,0,0
0.113868613,0.58988764,0.788888889,0.802777778,0.086069493,0.172413793,0,0
0.306569343,0.185393258,0.736111111,0.613888889,0.297099139,0.333333333,0,0
0.270072993,0.241573034,0.861111111,0.633333333,0.338540006,0.206896552,0,0
0.178467153,0.842696629,0.552777778,0.966666667,0.161300606,0.149425287,0,0
0.105839416,0.325842697,0.647222222,0.644444444,0.111571565,0.172413793,0,0
0.118613139,0.286516854,0.738888889,0.627777778,0.079375199,0.057471264,0,0
0.124087591,0.612359551,0.777777778,0.755555556,0.12751036,0.183908046,0,0
0.067883212,0.814606742,0.775,0.911111111,0.09722665,0.103448276,0,0
0.221532847,0.331460674,0.244444444,0.316666667,0.205929232,0.091954023,0,0
0.177372263,0.702247191,0.375,0.016666667,0.156200191,0.425287356,0,0
0.126642336,0.578651685,0.302777778,0.213888889,0.185527574,0.459770115,0,0
0.145985401,0.786516854,0.322222222,0.175,0.114759324,0.137931034,0,0
0.200729927,0.657303371,0.2,0.180555556,0.191584316,0.482758621,0,0
0.047810219,0.471910112,0.805555556,0.705555556,0.052279248,0.540229885,0,0
0.296715328,0.241573034,0.236111111,0.361111111,0.293273828,0.298850575,0,0
0.139781022,0.640449438,0.352777778,0.161111111,0.134204654,0.436781609,0,0
0.17810219,0.657303371,0.194444444,0.169444444,0.138667517,0.344827586,0,0
0.246715328,0.292134831,0.052777778,0.388888889,0.201785145,0.551724138,0,0
